,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42043:1,2018-09-01 00:00:00+00:00,28.9818,-94.9186,1011.75,28.6,36.43,30.37,5.295318687
1,ioos:station:wmo:42043:1,2018-09-01 00:30:00+00:00,28.9818,-94.9186,1011.61,28.5,36.42,30.32,5.417019476
2,ioos:station:wmo:42043:1,2018-09-01 01:00:00+00:00,28.9818,-94.9186,1011.81,28.5,36.42,30.29,5.317527621
3,ioos:station:wmo:42043:1,2018-09-01 01:30:00+00:00,28.9818,-94.9186,1011.74,28.5,36.42,30.27,5.565366116
4,ioos:station:wmo:42043:1,2018-09-01 02:00:00+00:00,28.9818,-94.9186,1011.97,28.4,36.42,30.24,5.256253419
5,ioos:station:wmo:42043:1,2018-09-01 02:30:00+00:00,28.9818,-94.9186,1012.23,28.4,36.42,30.22,4.756153908
6,ioos:station:wmo:42043:1,2018-09-01 03:00:00+00:00,28.9818,-94.9186,1012.49,28.4,36.42,30.2,4.9902705339999995
7,ioos:station:wmo:42043:1,2018-09-01 03:30:00+00:00,28.9818,-94.9186,1012.43,28.4,36.42,30.21,4.642951647
8,ioos:station:wmo:42043:1,2018-09-01 04:00:00+00:00,28.9818,-94.9186,1012.36,28.5,36.42,30.2,4.921392078999999
9,ioos:station:wmo:42043:1,2018-09-01 04:30:00+00:00,28.9818,-94.9186,1012.4,28.3,36.42,30.19,4.902019992
10,ioos:station:wmo:42043:1,2018-09-01 05:00:00+00:00,28.9818,-94.9186,1012.29,28.4,36.41,30.18,4.9369727569999995
11,ioos:station:wmo:42043:1,2018-09-01 05:30:00+00:00,28.9818,-94.9186,1012.22,28.2,36.41,30.18,4.191193148
12,ioos:station:wmo:42043:1,2018-09-01 06:00:00+00:00,28.9818,-94.9186,1012.31,28.1,36.41,30.17,4.701201974
13,ioos:station:wmo:42043:1,2018-09-01 06:30:00+00:00,28.9818,-94.9186,1011.98,28.2,36.41,30.17,4.546053233
14,ioos:station:wmo:42043:1,2018-09-01 07:00:00+00:00,28.9818,-94.9186,1011.65,28.2,36.41,30.16,3.629944903
15,ioos:station:wmo:42043:1,2018-09-01 07:30:00+00:00,28.9818,-94.9186,1011.49,28.2,36.41,30.17,4.274295264
16,ioos:station:wmo:42043:1,2018-09-01 08:00:00+00:00,28.9818,-94.9186,1011.69,28.1,36.41,30.17,5.044809213
17,ioos:station:wmo:42043:1,2018-09-01 08:30:00+00:00,28.9818,-94.9186,1011.49,28.1,36.41,30.18,4.715135205
18,ioos:station:wmo:42043:1,2018-09-01 09:00:00+00:00,28.9818,-94.9186,1011.51,28.2,36.41,30.17,4.3391819510000005
19,ioos:station:wmo:42043:1,2018-09-01 09:30:00+00:00,28.9818,-94.9186,1011.49,28.1,36.41,30.18,4.0443169999999995
20,ioos:station:wmo:42043:1,2018-09-01 10:00:00+00:00,28.9818,-94.9186,1011.41,28.1,36.41,30.17,4.316688546
21,ioos:station:wmo:42043:1,2018-09-01 10:30:00+00:00,28.9818,-94.9186,1011.52,28.2,36.41,30.16,3.667505965
22,ioos:station:wmo:42043:1,2018-09-01 11:00:00+00:00,28.9818,-94.9186,1011.63,28.2,36.41,30.15,3.449202806
23,ioos:station:wmo:42043:1,2018-09-01 11:30:00+00:00,28.9818,-94.9186,1011.86,28.2,36.38,30.15,5.382230021
24,ioos:station:wmo:42043:1,2018-09-01 12:00:00+00:00,28.9818,-94.9186,1012.16,26.3,36.32,30.15,4.021504694
25,ioos:station:wmo:42043:1,2018-09-01 12:30:00+00:00,28.9818,-94.9186,1012.65,25.4,36.31,30.15,3.575947427
26,ioos:station:wmo:42043:1,2018-09-01 13:00:00+00:00,28.9818,-94.9186,1012.57,25.8,36.2,30.12,1.558011553
27,ioos:station:wmo:42043:1,2018-09-01 13:30:00+00:00,28.9818,-94.9186,1012.61,26.5,36.33,30.12,1.362350909
28,ioos:station:wmo:42043:1,2018-09-01 14:00:00+00:00,28.9818,-94.9186,1012.63,27.4,36.29,30.13,2.119457478
29,ioos:station:wmo:42043:1,2018-09-01 14:30:00+00:00,28.9818,-94.9186,1012.86,27.2,36.23,30.11,2.018539076
30,ioos:station:wmo:42043:1,2018-09-01 15:00:00+00:00,28.9818,-94.9186,1013.26,27.4,36.34,30.12,2.052047758
31,ioos:station:wmo:42043:1,2018-09-01 15:30:00+00:00,28.9818,-94.9186,1013.3,27.6,36.3,30.14,1.7017637909999999
32,ioos:station:wmo:42043:1,2018-09-01 16:00:00+00:00,28.9818,-94.9186,1013.11,27.7,36.35,30.2,1.122719912
33,ioos:station:wmo:42043:1,2018-09-01 16:30:00+00:00,28.9818,-94.9186,1013.27,27.8,36.35,30.21,1.484856895
34,ioos:station:wmo:42043:1,2018-09-01 17:00:00+00:00,28.9818,-94.9186,1013.09,27.9,36.36,30.24,1.493452376
35,ioos:station:wmo:42043:1,2018-09-01 17:30:00+00:00,28.9818,-94.9186,1013.08,28.1,36.36,30.27,2.359364321
36,ioos:station:wmo:42043:1,2018-09-01 18:00:00+00:00,28.9818,-94.9186,1012.85,28.0,36.36,30.33,1.7833956380000002
37,ioos:station:wmo:42043:1,2018-09-01 18:30:00+00:00,28.9818,-94.9186,1012.51,28.1,36.35,30.37,1.789413312
38,ioos:station:wmo:42043:1,2018-09-01 19:00:00+00:00,28.9818,-94.9186,1012.2,28.1,36.34,30.43,2.182956711
39,ioos:station:wmo:42043:1,2018-09-01 19:30:00+00:00,28.9818,-94.9186,1011.84,28.1,36.33,30.4,3.111687645
40,ioos:station:wmo:42043:1,2018-09-01 20:00:00+00:00,28.9818,-94.9186,1011.38,28.3,36.23,30.41,2.961435463
41,ioos:station:wmo:42043:1,2018-09-01 20:30:00+00:00,28.9818,-94.9186,1011.12,28.3,36.22,30.43,3.6719613289999997
42,ioos:station:wmo:42043:1,2018-09-01 21:00:00+00:00,28.9818,-94.9186,1011.07,28.5,36.26,30.53,4.11170281
43,ioos:station:wmo:42043:1,2018-09-01 21:30:00+00:00,28.9818,-94.9186,1010.97,28.6,36.15,30.63,4.239870281
44,ioos:station:wmo:42043:1,2018-09-01 22:00:00+00:00,28.9818,-94.9186,1011.03,28.9,36.16,30.67,4.110523081
45,ioos:station:wmo:42043:1,2018-09-01 22:30:00+00:00,28.9818,-94.9186,1010.96,28.8,36.17,30.69,4.887882977
46,ioos:station:wmo:42043:1,2018-09-01 23:00:00+00:00,28.9818,-94.9186,1011.29,28.6,36.2,30.7,4.80051039
47,ioos:station:wmo:42043:1,2018-09-01 23:30:00+00:00,28.9818,-94.9186,1011.33,28.8,36.2,30.76,4.926469324
48,ioos:station:wmo:42043:1,2018-09-02 00:00:00+00:00,28.9818,-94.9186,1011.2,28.8,36.22,30.77,5.545385469
49,ioos:station:wmo:42043:1,2018-09-02 00:30:00+00:00,28.9818,-94.9186,1011.17,28.7,36.23,30.71,5.988330317999999
50,ioos:station:wmo:42043:1,2018-09-02 01:00:00+00:00,28.9818,-94.9186,1011.1,28.6,36.27,30.63,6.083461186
51,ioos:station:wmo:42043:1,2018-09-02 01:30:00+00:00,28.9818,-94.9186,1011.27,28.6,36.33,30.55,5.406375866
52,ioos:station:wmo:42043:1,2018-09-02 02:00:00+00:00,28.9818,-94.9186,1011.16,28.6,36.35,30.49,5.132065861
