,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42044:1,2018-08-12 06:30:00+00:00,26.1914,-97.0507,1014.6,24.8,37.73,26.5,7.5667958870000005
1,ioos:station:wmo:42044:1,2018-08-12 07:00:00+00:00,26.1914,-97.0507,1014.56,25.0,37.73,26.32,0.0
2,ioos:station:wmo:42044:1,2018-08-12 07:30:00+00:00,26.1914,-97.0507,1014.43,25.0,37.74,26.25,0.0
3,ioos:station:wmo:42044:1,2018-08-12 08:00:00+00:00,26.1914,-97.0507,1014.32,25.1,37.73,26.14,0.0
4,ioos:station:wmo:42044:1,2018-08-12 08:30:00+00:00,26.1914,-97.0507,1014.23,25.2,37.72,26.14,0.0
5,ioos:station:wmo:42044:1,2018-08-12 09:00:00+00:00,26.1914,-97.0507,1014.36,25.4,37.73,26.12,0.0
6,ioos:station:wmo:42044:1,2018-08-12 09:30:00+00:00,26.1914,-97.0507,1014.08,25.4,37.74,26.19,0.0
7,ioos:station:wmo:42044:1,2018-08-12 10:00:00+00:00,26.1914,-97.0507,1014.21,25.4,37.74,26.07,0.0
8,ioos:station:wmo:42044:1,2018-08-12 10:30:00+00:00,26.1914,-97.0507,1014.14,25.5,37.75,26.18,0.0
9,ioos:station:wmo:42044:1,2018-08-12 11:00:00+00:00,26.1914,-97.0507,1014.45,25.5,37.75,26.14,0.0
10,ioos:station:wmo:42044:1,2018-08-12 11:30:00+00:00,26.1914,-97.0507,1014.51,25.4,37.74,26.07,0.0
11,ioos:station:wmo:42044:1,2018-08-12 12:00:00+00:00,26.1914,-97.0507,1014.7,25.4,37.74,26.15,0.0
12,ioos:station:wmo:42044:1,2018-08-12 12:30:00+00:00,26.1914,-97.0507,1014.85,25.3,37.74,26.01,0.0
13,ioos:station:wmo:42044:1,2018-08-12 13:00:00+00:00,26.1914,-97.0507,1015.24,25.5,37.74,26.01,0.0
14,ioos:station:wmo:42044:1,2018-08-12 13:30:00+00:00,26.1914,-97.0507,1015.48,25.3,37.74,25.93,0.0
15,ioos:station:wmo:42044:1,2018-08-12 14:00:00+00:00,26.1914,-97.0507,1015.64,25.5,37.73,25.93,0.0
16,ioos:station:wmo:42044:1,2018-08-12 14:30:00+00:00,26.1914,-97.0507,1015.65,25.6,37.73,26.0,0.0
