,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42043:1,2018-08-13 08:00:00+00:00,28.9818,-94.9186,1016.7,28.3,36.27,26.5,0.9
1,ioos:station:wmo:42043:1,2018-08-13 08:30:00+00:00,28.9818,-94.9186,1016.7,28.2,36.28,26.4,0.9
2,ioos:station:wmo:42043:1,2018-08-13 09:00:00+00:00,28.9818,-94.9186,1016.9,28.3,36.28,26.3,0.8
3,ioos:station:wmo:42043:1,2018-08-13 09:30:00+00:00,28.9818,-94.9186,1016.6,28.2,36.28,26.2,1.0
4,ioos:station:wmo:42043:1,2018-08-13 10:00:00+00:00,28.9818,-94.9186,1016.8,28.1,36.29,26.0,0.8
5,ioos:station:wmo:42043:1,2018-08-13 10:30:00+00:00,28.9818,-94.9186,1017.0,28.0,36.29,25.8,0.3
6,ioos:station:wmo:42043:1,2018-08-13 11:00:00+00:00,28.9818,-94.9186,1017.1,28.2,36.29,26.1,0.1
7,ioos:station:wmo:42043:1,2018-08-13 11:30:00+00:00,28.9818,-94.9186,1017.1,28.3,36.29,26.6,1.4
8,ioos:station:wmo:42043:1,2018-08-13 12:00:00+00:00,28.9818,-94.9186,1017.09,27.5,36.29,29.04,5.661271942000001
9,ioos:station:wmo:42043:1,2018-08-13 12:30:00+00:00,28.9818,-94.9186,1017.23,28.3,36.29,29.57,5.143947900000001
10,ioos:station:wmo:42043:1,2018-08-13 13:00:00+00:00,28.9818,-94.9186,1017.55,28.6,36.29,29.66,5.010249495
11,ioos:station:wmo:42043:1,2018-08-13 13:30:00+00:00,28.9818,-94.9186,1017.45,28.7,36.29,29.7,5.248247326
12,ioos:station:wmo:42043:1,2018-08-13 14:00:00+00:00,28.9818,-94.9186,1017.5,28.7,36.29,29.71,4.6970735569999995
13,ioos:station:wmo:42043:1,2018-08-13 14:30:00+00:00,28.9818,-94.9186,1017.47,28.7,36.29,29.72,4.655534341
14,ioos:station:wmo:42043:1,2018-08-13 15:00:00+00:00,28.9818,-94.9186,1017.64,28.7,36.29,29.74,4.294601262
15,ioos:station:wmo:42043:1,2018-08-13 15:30:00+00:00,28.9818,-94.9186,1018.01,28.7,36.29,29.77,4.225872691
16,ioos:station:wmo:42043:1,2018-08-13 16:00:00+00:00,28.9818,-94.9186,1018.01,28.7,36.29,29.8,4.4568711
17,ioos:station:wmo:42043:1,2018-08-13 16:30:00+00:00,28.9818,-94.9186,1018.13,28.8,36.3,29.83,4.707525888999999
18,ioos:station:wmo:42043:1,2018-08-13 17:00:00+00:00,28.9818,-94.9186,1017.9,28.9,36.3,29.87,4.904620271000001
19,ioos:station:wmo:42043:1,2018-08-13 17:30:00+00:00,28.9818,-94.9186,1017.8,28.8,36.3,29.91,5.160348825
20,ioos:station:wmo:42043:1,2018-08-13 18:00:00+00:00,28.9818,-94.9186,1017.64,28.8,36.3,29.96,5.4952433979999995
21,ioos:station:wmo:42043:1,2018-08-13 18:30:00+00:00,28.9818,-94.9186,1017.57,28.9,36.31,30.0,4.947726751
22,ioos:station:wmo:42043:1,2018-08-13 19:00:00+00:00,28.9818,-94.9186,1017.39,28.9,36.31,30.03,5.235360542
23,ioos:station:wmo:42043:1,2018-08-13 19:30:00+00:00,28.9818,-94.9186,1017.17,29.0,36.31,30.05,4.671712748
