,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:TABS:X:1,2017-06-01 00:00:00+00:00,27.066,-96.3383,1013.4,25.8,34.69,26.66,8.178000978
1,ioos:station:TABS:X:1,2017-06-01 00:30:00+00:00,27.066,-96.3383,1012.84,26.5,34.71,26.63,8.08566633
2,ioos:station:TABS:X:1,2017-06-01 01:00:00+00:00,27.066,-96.3383,1012.69,27.0,34.71,26.61,7.68400937
3,ioos:station:TABS:X:1,2017-06-01 01:30:00+00:00,27.066,-96.3383,1013.11,26.8,34.72,26.58,8.130885561
4,ioos:station:TABS:X:1,2017-06-01 02:00:00+00:00,27.066,-96.3383,1013.26,27.0,34.73,26.57,6.620483366
5,ioos:station:TABS:X:1,2017-06-01 02:30:00+00:00,27.066,-96.3383,1013.68,27.3,34.74,26.55,5.462600113
6,ioos:station:TABS:X:1,2017-06-01 03:00:00+00:00,27.066,-96.3383,1013.9,27.3,34.74,26.54,4.551593128
7,ioos:station:TABS:X:1,2017-06-01 03:30:00+00:00,27.066,-96.3383,1014.72,27.5,34.74,26.53,5.448678739
8,ioos:station:TABS:X:1,2017-06-01 04:00:00+00:00,27.066,-96.3383,1014.57,27.8,34.74,26.53,5.761249864
9,ioos:station:TABS:X:1,2017-06-01 04:30:00+00:00,27.066,-96.3383,1014.66,28.0,34.74,26.53,5.798353214
10,ioos:station:TABS:X:1,2017-06-01 05:00:00+00:00,27.066,-96.3383,1014.11,28.0,34.75,26.53,5.481505267999999
11,ioos:station:TABS:X:1,2017-06-01 05:30:00+00:00,27.066,-96.3383,1014.32,28.0,34.77,26.54,5.899711857000001
12,ioos:station:TABS:X:1,2017-06-01 06:00:00+00:00,27.066,-96.3383,1014.45,28.2,34.8,26.54,5.350934498
13,ioos:station:TABS:X:1,2017-06-01 06:30:00+00:00,27.066,-96.3383,1014.3,28.2,34.82,26.52,5.286548969
14,ioos:station:TABS:X:1,2017-06-01 07:00:00+00:00,27.066,-96.3383,1014.08,27.8,34.81,26.49,5.050881111
15,ioos:station:TABS:X:1,2017-06-01 07:30:00+00:00,27.066,-96.3383,1014.01,28.0,34.83,26.47,5.211765536000001
16,ioos:station:TABS:X:1,2017-06-01 08:00:00+00:00,27.066,-96.3383,1013.99,28.0,34.85,26.46,5.487667993
17,ioos:station:TABS:X:1,2017-06-01 08:30:00+00:00,27.066,-96.3383,1013.71,27.8,34.9,26.44,5.922237752999999
18,ioos:station:TABS:X:1,2017-06-01 09:00:00+00:00,27.066,-96.3383,1013.52,28.0,34.94,26.41,6.079514783
19,ioos:station:TABS:X:1,2017-06-01 09:30:00+00:00,27.066,-96.3383,1013.46,28.0,34.95,26.37,6.627955944
20,ioos:station:TABS:X:1,2017-06-01 10:00:00+00:00,27.066,-96.3383,1013.32,28.0,34.97,26.36,6.866039615
21,ioos:station:TABS:X:1,2017-06-01 10:30:00+00:00,27.066,-96.3383,1013.27,28.0,35.0,26.36,6.137263234
22,ioos:station:TABS:X:1,2017-06-01 11:00:00+00:00,27.066,-96.3383,1013.45,28.0,35.02,26.35,6.111448274
23,ioos:station:TABS:X:1,2017-06-01 11:30:00+00:00,27.066,-96.3383,1013.63,28.2,35.04,26.33,5.614267539
24,ioos:station:TABS:X:1,2017-06-01 12:00:00+00:00,27.066,-96.3383,1013.83,28.2,35.05,26.32,5.654166605
25,ioos:station:TABS:X:1,2017-06-01 12:30:00+00:00,27.066,-96.3383,1013.9,28.5,35.03,26.31,5.6222593320000005
26,ioos:station:TABS:X:1,2017-06-01 13:00:00+00:00,27.066,-96.3383,1014.13,28.5,35.04,26.32,5.832752352000001
27,ioos:station:TABS:X:1,2017-06-01 13:30:00+00:00,27.066,-96.3383,1014.45,28.7,35.04,26.35,5.816743075
28,ioos:station:TABS:X:1,2017-06-01 14:00:00+00:00,27.066,-96.3383,1014.46,28.7,35.04,26.37,5.53675898
29,ioos:station:TABS:X:1,2017-06-01 14:30:00+00:00,27.066,-96.3383,1014.57,29.0,35.03,26.4,5.1335465319999996
30,ioos:station:TABS:X:1,2017-06-01 15:00:00+00:00,27.066,-96.3383,1014.44,29.0,35.03,26.41,5.131403317
31,ioos:station:TABS:X:1,2017-06-01 15:30:00+00:00,27.066,-96.3383,1014.22,29.0,35.03,26.45,4.903162245
32,ioos:station:TABS:X:1,2017-06-01 16:00:00+00:00,27.066,-96.3383,1014.21,29.0,35.02,26.48,4.966135318
33,ioos:station:TABS:X:1,2017-06-01 16:30:00+00:00,27.066,-96.3383,1014.24,29.0,35.01,26.51,4.464448453999999
34,ioos:station:TABS:X:1,2017-06-01 17:00:00+00:00,27.066,-96.3383,1014.22,29.0,35.01,26.56,4.935392588
35,ioos:station:TABS:X:1,2017-06-01 17:30:00+00:00,27.066,-96.3383,1013.8,29.0,35.01,26.61,4.642628566
36,ioos:station:TABS:X:1,2017-06-01 18:00:00+00:00,27.066,-96.3383,1014.11,29.0,35.0,26.76,4.687899316
37,ioos:station:TABS:X:1,2017-06-01 18:30:00+00:00,27.066,-96.3383,1014.1,29.0,34.99,26.8,3.644077387
38,ioos:station:TABS:X:1,2017-06-01 19:00:00+00:00,27.066,-96.3383,1013.91,29.0,34.99,26.83,3.8645310189999997
39,ioos:station:TABS:X:1,2017-06-01 19:30:00+00:00,27.066,-96.3383,1013.39,28.7,34.99,26.9,4.4204072210000005
40,ioos:station:TABS:X:1,2017-06-01 20:00:00+00:00,27.066,-96.3383,1012.84,29.0,35.0,27.01,3.849740251
41,ioos:station:TABS:X:1,2017-06-01 20:30:00+00:00,27.066,-96.3383,1012.23,29.0,34.98,27.12,4.5895642489999995
42,ioos:station:TABS:X:1,2017-06-01 21:00:00+00:00,27.066,-96.3383,1012.02,29.0,34.97,27.15,4.81
43,ioos:station:TABS:X:1,2017-06-01 21:30:00+00:00,27.066,-96.3383,1011.6,29.0,34.95,27.1,3.975889838
44,ioos:station:TABS:X:1,2017-06-01 22:00:00+00:00,27.066,-96.3383,1011.37,29.0,34.97,27.09,4.387368232
45,ioos:station:TABS:X:1,2017-06-01 22:30:00+00:00,27.066,-96.3383,1011.19,29.0,34.95,27.04,4.4794754160000005
46,ioos:station:TABS:X:1,2017-06-01 23:00:00+00:00,27.066,-96.3383,1011.18,29.0,34.95,27.02,4.0517773880000005
47,ioos:station:TABS:X:1,2017-06-01 23:30:00+00:00,27.066,-96.3383,1011.25,29.0,34.95,26.95,4.279310692
48,ioos:station:TABS:X:1,2017-06-02 00:00:00+00:00,27.066,-96.3383,1011.36,29.0,34.95,26.95,4.390455557
49,ioos:station:TABS:X:1,2017-06-02 00:30:00+00:00,27.066,-96.3383,1011.32,28.7,34.94,26.86,4.573587214
50,ioos:station:TABS:X:1,2017-06-02 01:00:00+00:00,27.066,-96.3383,1011.5,28.5,34.95,26.88,5.01003992
51,ioos:station:TABS:X:1,2017-06-02 01:30:00+00:00,27.066,-96.3383,1011.7,28.5,34.95,26.78,5.290935645
52,ioos:station:TABS:X:1,2017-06-02 02:00:00+00:00,27.066,-96.3383,1011.93,28.5,34.96,26.81,4.227871805
53,ioos:station:TABS:X:1,2017-06-02 02:30:00+00:00,27.066,-96.3383,1011.99,28.5,34.98,26.82,3.600347205
54,ioos:station:TABS:X:1,2017-06-02 03:00:00+00:00,27.066,-96.3383,1011.75,28.5,34.97,26.83,4.202487359
55,ioos:station:TABS:X:1,2017-06-02 03:30:00+00:00,27.066,-96.3383,1012.2,28.2,34.98,26.87,5.791519662000001
56,ioos:station:TABS:X:1,2017-06-02 04:00:00+00:00,27.066,-96.3383,1012.17,28.5,35.01,26.82,5.071104416
57,ioos:station:TABS:X:1,2017-06-02 04:30:00+00:00,27.066,-96.3383,1012.21,28.2,35.01,26.81,4.731944632
58,ioos:station:TABS:X:1,2017-06-02 05:00:00+00:00,27.066,-96.3383,1012.16,28.5,35.04,26.79,4.574035417
59,ioos:station:TABS:X:1,2017-06-02 05:30:00+00:00,27.066,-96.3383,1012.15,28.5,35.05,26.77,4.5089355730000005
60,ioos:station:TABS:X:1,2017-06-02 06:00:00+00:00,27.066,-96.3383,1012.12,28.2,35.07,26.76,4.29830199
61,ioos:station:TABS:X:1,2017-06-02 06:30:00+00:00,27.066,-96.3383,1012.07,28.2,35.07,26.74,3.920012755
62,ioos:station:TABS:X:1,2017-06-02 07:00:00+00:00,27.066,-96.3383,1011.94,28.2,35.07,26.7,4.101036454
63,ioos:station:TABS:X:1,2017-06-02 07:30:00+00:00,27.066,-96.3383,1011.72,28.0,35.08,26.67,4.611865132
64,ioos:station:TABS:X:1,2017-06-02 08:00:00+00:00,27.066,-96.3383,1011.29,28.2,35.08,26.64,4.265172916
65,ioos:station:TABS:X:1,2017-06-02 08:30:00+00:00,27.066,-96.3383,1011.35,28.0,35.09,26.61,3.8748935469999997
66,ioos:station:TABS:X:1,2017-06-02 09:00:00+00:00,27.066,-96.3383,1011.15,28.0,35.1,26.61,3.926652518
67,ioos:station:TABS:X:1,2017-06-02 09:30:00+00:00,27.066,-96.3383,1010.99,28.0,35.12,26.62,4.137728846
