,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 00:36:00+00:00,29.6817,-94.985,1014.4,30.2,7.28,31.1,3.0
1,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 00:42:00+00:00,29.6817,-94.985,1014.5,30.2,7.32,31.0,1.6
2,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 00:48:00+00:00,29.6817,-94.985,1014.5,30.2,7.44,30.9,1.4
3,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 00:54:00+00:00,29.6817,-94.985,1014.6,29.9,8.15,30.9,2.4
4,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 01:36:00+00:00,29.6817,-94.985,1014.7,29.9,8.24,30.9,2.1
5,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 01:42:00+00:00,29.6817,-94.985,1014.7,29.9,8.23,30.9,2.2
6,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 01:48:00+00:00,29.6817,-94.985,1014.7,29.9,7.87,30.7,1.7
7,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 01:54:00+00:00,29.6817,-94.985,1014.7,29.6,7.84,30.5,1.8
8,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 02:36:00+00:00,29.6817,-94.985,1015.0,29.6,7.8,30.5,1.4
9,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 02:42:00+00:00,29.6817,-94.985,1015.1,29.3,7.79,30.5,1.0
10,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 02:48:00+00:00,29.6817,-94.985,1015.1,29.5,7.89,30.5,0.7
11,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 02:54:00+00:00,29.6817,-94.985,1015.1,29.4,7.83,30.4,2.8
12,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 03:36:00+00:00,29.6817,-94.985,1015.1,29.2,7.94,30.5,4.3
13,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 03:42:00+00:00,29.6817,-94.985,1015.1,29.3,7.85,30.5,5.1
14,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 03:48:00+00:00,29.6817,-94.985,1015.1,28.9,7.8,30.5,5.8
15,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 03:54:00+00:00,29.6817,-94.985,1015.1,28.9,7.92,30.5,5.5
16,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 04:36:00+00:00,29.6817,-94.985,1015.1,28.8,8.16,30.5,6.3
17,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 04:42:00+00:00,29.6817,-94.985,1015.1,28.6,8.14,30.5,5.8
18,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 04:48:00+00:00,29.6817,-94.985,1015.2,28.5,7.93,30.6,4.6
19,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 04:54:00+00:00,29.6817,-94.985,1015.1,28.5,8.1,30.6,5.5
20,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 05:36:00+00:00,29.6817,-94.985,1014.7,28.3,8.01,30.6,5.8
21,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 05:42:00+00:00,29.6817,-94.985,1014.8,28.3,7.85,30.5,6.5
22,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 05:48:00+00:00,29.6817,-94.985,1014.7,28.2,8.07,30.5,5.8
23,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 05:54:00+00:00,29.6817,-94.985,1014.7,28.1,8.11,30.5,3.6
24,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 06:36:00+00:00,29.6817,-94.985,1014.6,27.8,7.62,30.5,4.7
25,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 06:42:00+00:00,29.6817,-94.985,1014.6,27.9,7.86,30.4,4.0
26,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 06:48:00+00:00,29.6817,-94.985,1014.6,28.0,7.87,30.4,2.5
27,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01 06:54:00+00:00,29.6817,-94.985,1014.6,27.7,8.43,30.5,2.5
