,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:TABS:X:1,2017-09-01 00:00:00+00:00,27.066,-96.3383,1012.36,28.7,36.43,27.96,0.0
1,ioos:station:TABS:X:1,2017-09-01 00:30:00+00:00,27.066,-96.3383,1012.53,28.4,36.38,27.96,0.0
2,ioos:station:TABS:X:1,2017-09-01 01:00:00+00:00,27.066,-96.3383,1012.66,28.2,36.34,27.79,0.0
3,ioos:station:TABS:X:1,2017-09-01 01:30:00+00:00,27.066,-96.3383,1013.18,28.1,36.34,27.66,0.0
4,ioos:station:TABS:X:1,2017-09-01 02:00:00+00:00,27.066,-96.3383,1013.4,28.1,36.34,27.46,0.0
5,ioos:station:TABS:X:1,2017-09-01 02:30:00+00:00,27.066,-96.3383,1013.76,28.0,36.33,27.24,0.0
6,ioos:station:TABS:X:1,2017-09-01 03:00:00+00:00,27.066,-96.3383,1014.09,27.9,36.32,27.2,0.0
7,ioos:station:TABS:X:1,2017-09-01 03:30:00+00:00,27.066,-96.3383,1014.34,27.9,36.32,27.07,0.0
8,ioos:station:TABS:X:1,2017-09-01 04:00:00+00:00,27.066,-96.3383,1014.51,27.9,36.33,27.13,0.0
9,ioos:station:TABS:X:1,2017-09-01 04:30:00+00:00,27.066,-96.3383,1014.4,27.7,36.33,27.06,0.0
10,ioos:station:TABS:X:1,2017-09-01 05:00:00+00:00,27.066,-96.3383,1014.58,27.6,36.35,27.05,0.0
11,ioos:station:TABS:X:1,2017-09-01 05:30:00+00:00,27.066,-96.3383,1014.56,27.4,36.34,27.02,0.0
12,ioos:station:TABS:X:1,2017-09-01 06:00:00+00:00,27.066,-96.3383,1014.35,27.3,36.36,27.0,0.0
13,ioos:station:TABS:X:1,2017-09-01 06:30:00+00:00,27.066,-96.3383,1014.42,27.4,36.36,27.01,0.0
14,ioos:station:TABS:X:1,2017-09-01 07:00:00+00:00,27.066,-96.3383,1014.31,27.3,36.36,26.95,0.0
15,ioos:station:TABS:X:1,2017-09-01 07:30:00+00:00,27.066,-96.3383,1014.22,27.3,36.35,26.83,0.0
16,ioos:station:TABS:X:1,2017-09-01 08:00:00+00:00,27.066,-96.3383,1014.27,27.2,36.36,26.77,0.0
17,ioos:station:TABS:X:1,2017-09-01 08:30:00+00:00,27.066,-96.3383,1014.31,27.2,36.38,26.75,0.0
18,ioos:station:TABS:X:1,2017-09-01 09:00:00+00:00,27.066,-96.3383,1014.35,27.2,36.38,26.64,0.0
19,ioos:station:TABS:X:1,2017-09-01 09:30:00+00:00,27.066,-96.3383,1014.26,27.1,36.39,26.64,0.0
20,ioos:station:TABS:X:1,2017-09-01 10:00:00+00:00,27.066,-96.3383,1014.5,27.1,36.38,26.7,0.0
21,ioos:station:TABS:X:1,2017-09-01 10:30:00+00:00,27.066,-96.3383,1014.54,27.0,36.37,26.72,0.0
22,ioos:station:TABS:X:1,2017-09-01 11:00:00+00:00,27.066,-96.3383,1014.78,27.1,36.37,26.66,0.0
23,ioos:station:TABS:X:1,2017-09-01 11:30:00+00:00,27.066,-96.3383,1014.92,27.1,36.37,26.61,0.0
24,ioos:station:TABS:X:1,2017-09-01 12:00:00+00:00,27.066,-96.3383,1015.23,27.0,36.36,26.52,0.0
25,ioos:station:TABS:X:1,2017-09-01 12:30:00+00:00,27.066,-96.3383,1015.45,27.2,36.36,26.48,0.0
26,ioos:station:TABS:X:1,2017-09-01 13:00:00+00:00,27.066,-96.3383,1015.71,27.1,36.36,26.44,0.0
27,ioos:station:TABS:X:1,2017-09-01 13:30:00+00:00,27.066,-96.3383,1016.0,27.2,36.36,26.41,0.0
28,ioos:station:TABS:X:1,2017-09-01 14:00:00+00:00,27.066,-96.3383,1016.16,27.2,36.36,26.37,0.0
29,ioos:station:TABS:X:1,2017-09-01 14:30:00+00:00,27.066,-96.3383,1016.34,27.6,36.36,26.37,0.0
30,ioos:station:TABS:X:1,2017-09-01 15:00:00+00:00,27.066,-96.3383,1016.3,27.7,36.36,26.35,0.0
31,ioos:station:TABS:X:1,2017-09-01 15:30:00+00:00,27.066,-96.3383,1016.44,27.6,36.36,26.51,0.0
32,ioos:station:TABS:X:1,2017-09-01 16:00:00+00:00,27.066,-96.3383,1016.64,27.5,36.36,26.59,0.0
33,ioos:station:TABS:X:1,2017-09-01 16:30:00+00:00,27.066,-96.3383,1016.61,27.5,36.38,26.62,0.0
34,ioos:station:TABS:X:1,2017-09-01 17:00:00+00:00,27.066,-96.3383,1016.49,27.6,36.37,26.81,0.0
35,ioos:station:TABS:X:1,2017-09-01 17:30:00+00:00,27.066,-96.3383,1016.25,27.7,36.42,27.09,0.0
