,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42044:1,2017-07-01 00:00:00+00:00,26.1914,-97.0507,1012.57,29.0,33.58,29.3,7.534009557
1,ioos:station:wmo:42044:1,2017-07-01 00:30:00+00:00,26.1914,-97.0507,1012.93,28.9,33.61,29.3,7.913918119
2,ioos:station:wmo:42044:1,2017-07-01 01:00:00+00:00,26.1914,-97.0507,1013.5,28.8,33.62,29.35,8.063851437
3,ioos:station:wmo:42044:1,2017-07-01 01:30:00+00:00,26.1914,-97.0507,1013.08,28.8,33.62,29.33,8.743054386
4,ioos:station:wmo:42044:1,2017-07-01 02:00:00+00:00,26.1914,-97.0507,1013.7,28.7,33.62,29.31,8.658614208
5,ioos:station:wmo:42044:1,2017-07-01 02:30:00+00:00,26.1914,-97.0507,1013.91,28.6,33.63,29.3,8.986934961000001
6,ioos:station:wmo:42044:1,2017-07-01 03:00:00+00:00,26.1914,-97.0507,1013.85,28.5,33.64,29.28,8.759463454
7,ioos:station:wmo:42044:1,2017-07-01 03:30:00+00:00,26.1914,-97.0507,1014.34,28.5,33.64,29.26,8.96556189
8,ioos:station:wmo:42044:1,2017-07-01 04:00:00+00:00,26.1914,-97.0507,1014.36,28.5,33.64,29.24,8.723903943
9,ioos:station:wmo:42044:1,2017-07-01 04:30:00+00:00,26.1914,-97.0507,1014.96,28.5,33.64,29.22,9.475784928
10,ioos:station:wmo:42044:1,2017-07-01 05:00:00+00:00,26.1914,-97.0507,1015.07,28.6,33.65,29.21,9.372518337999999
11,ioos:station:wmo:42044:1,2017-07-01 05:30:00+00:00,26.1914,-97.0507,1014.19,28.5,33.66,29.2,9.692822086
12,ioos:station:wmo:42044:1,2017-07-01 06:00:00+00:00,26.1914,-97.0507,1014.85,28.6,33.68,29.18,9.776568928
13,ioos:station:wmo:42044:1,2017-07-01 06:30:00+00:00,26.1914,-97.0507,1015.15,28.4,33.68,29.18,9.503730846
14,ioos:station:wmo:42044:1,2017-07-01 07:00:00+00:00,26.1914,-97.0507,1014.93,28.3,33.68,29.16,8.745661782
15,ioos:station:wmo:42044:1,2017-07-01 07:30:00+00:00,26.1914,-97.0507,1015.04,28.4,33.68,29.17,8.601883515
16,ioos:station:wmo:42044:1,2017-07-01 08:00:00+00:00,26.1914,-97.0507,1014.87,28.4,33.67,29.15,9.493624176
17,ioos:station:wmo:42044:1,2017-07-01 08:30:00+00:00,26.1914,-97.0507,1014.28,28.3,33.68,29.15,9.106678868
18,ioos:station:wmo:42044:1,2017-07-01 09:00:00+00:00,26.1914,-97.0507,1014.23,28.3,33.67,29.14,9.414483523
19,ioos:station:wmo:42044:1,2017-07-01 09:30:00+00:00,26.1914,-97.0507,1013.46,28.4,33.67,29.13,9.877013718999999
20,ioos:station:wmo:42044:1,2017-07-01 10:00:00+00:00,26.1914,-97.0507,1014.13,28.2,33.67,29.12,8.933694644
21,ioos:station:wmo:42044:1,2017-07-01 10:30:00+00:00,26.1914,-97.0507,1014.54,28.2,33.67,29.1,8.75434178
22,ioos:station:wmo:42044:1,2017-07-01 11:00:00+00:00,26.1914,-97.0507,1014.7,28.1,33.66,29.09,8.937544405
23,ioos:station:wmo:42044:1,2017-07-01 11:30:00+00:00,26.1914,-97.0507,1015.15,28.1,33.66,29.07,8.147054683
24,ioos:station:wmo:42044:1,2017-07-01 12:00:00+00:00,26.1914,-97.0507,1015.2,28.2,33.66,29.05,8.057046605
25,ioos:station:wmo:42044:1,2017-07-01 12:30:00+00:00,26.1914,-97.0507,1015.75,28.2,33.66,29.04,7.885917828999999
26,ioos:station:wmo:42044:1,2017-07-01 13:00:00+00:00,26.1914,-97.0507,1016.42,28.3,33.66,29.03,8.434696201
27,ioos:station:wmo:42044:1,2017-07-01 13:30:00+00:00,26.1914,-97.0507,1016.34,28.4,33.67,29.02,8.391596987
28,ioos:station:wmo:42044:1,2017-07-01 14:00:00+00:00,26.1914,-97.0507,1017.14,28.5,33.67,29.02,8.352011734
