,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42044:1,2017-08-01 00:00:00+00:00,26.1914,-97.0507,1013.04,28.3,34.68,28.1,4.018818233999999
1,ioos:station:wmo:42044:1,2017-08-01 00:30:00+00:00,26.1914,-97.0507,1013.24,28.3,34.69,28.11,3.959558056
2,ioos:station:wmo:42044:1,2017-08-01 01:00:00+00:00,26.1914,-97.0507,1013.27,28.2,34.68,28.06,4.123930164
3,ioos:station:wmo:42044:1,2017-08-01 01:30:00+00:00,26.1914,-97.0507,1013.37,28.1,34.68,28.07,4.12093436
4,ioos:station:wmo:42044:1,2017-08-01 02:00:00+00:00,26.1914,-97.0507,1013.52,28.0,34.21,28.09,4.131452529
5,ioos:station:wmo:42044:1,2017-08-01 02:30:00+00:00,26.1914,-97.0507,1013.49,28.0,34.69,28.17,4.1029989030000005
6,ioos:station:wmo:42044:1,2017-08-01 03:00:00+00:00,26.1914,-97.0507,1013.75,28.1,34.69,28.15,4.595051686000001
7,ioos:station:wmo:42044:1,2017-08-01 03:30:00+00:00,26.1914,-97.0507,1013.94,28.0,34.69,28.12,4.606365161
8,ioos:station:wmo:42044:1,2017-08-01 04:00:00+00:00,26.1914,-97.0507,1014.18,27.9,34.69,28.11,4.654814712
9,ioos:station:wmo:42044:1,2017-08-01 04:30:00+00:00,26.1914,-97.0507,1014.28,28.1,34.69,28.08,3.946137352
10,ioos:station:wmo:42044:1,2017-08-01 05:00:00+00:00,26.1914,-97.0507,1014.32,28.1,34.69,28.07,3.478649163
11,ioos:station:wmo:42044:1,2017-08-01 05:30:00+00:00,26.1914,-97.0507,1014.17,27.9,34.7,28.04,3.454041112
12,ioos:station:wmo:42044:1,2017-08-01 06:00:00+00:00,26.1914,-97.0507,1014.0,27.9,34.7,28.02,3.37241753
13,ioos:station:wmo:42044:1,2017-08-01 06:30:00+00:00,26.1914,-97.0507,1013.87,27.8,34.69,28.03,3.151269585
14,ioos:station:wmo:42044:1,2017-08-01 07:00:00+00:00,26.1914,-97.0507,1013.55,27.8,34.71,28.11,3.06784941
15,ioos:station:wmo:42044:1,2017-08-01 07:30:00+00:00,26.1914,-97.0507,1013.35,27.7,34.7,28.23,3.2351970569999997
16,ioos:station:wmo:42044:1,2017-08-01 08:00:00+00:00,26.1914,-97.0507,1013.24,27.8,34.66,28.3,3.2311298330000002
17,ioos:station:wmo:42044:1,2017-08-01 08:30:00+00:00,26.1914,-97.0507,1013.13,27.8,34.66,28.29,3.003764305
18,ioos:station:wmo:42044:1,2017-08-01 09:00:00+00:00,26.1914,-97.0507,1013.04,27.8,34.65,28.32,3.069364755
19,ioos:station:wmo:42044:1,2017-08-01 09:30:00+00:00,26.1914,-97.0507,1013.15,27.8,34.66,28.33,2.925696498
20,ioos:station:wmo:42044:1,2017-08-01 10:00:00+00:00,26.1914,-97.0507,1013.04,27.8,34.65,28.33,2.678245694
21,ioos:station:wmo:42044:1,2017-08-01 10:30:00+00:00,26.1914,-97.0507,1013.21,27.8,34.65,28.34,2.420330556
22,ioos:station:wmo:42044:1,2017-08-01 11:00:00+00:00,26.1914,-97.0507,1013.23,27.8,34.64,28.36,2.12868504
23,ioos:station:wmo:42044:1,2017-08-01 11:30:00+00:00,26.1914,-97.0507,1013.41,27.7,34.64,28.37,1.7833956380000002
24,ioos:station:wmo:42044:1,2017-08-01 12:00:00+00:00,26.1914,-97.0507,1013.74,27.7,34.64,28.38,1.588363938
25,ioos:station:wmo:42044:1,2017-08-01 12:30:00+00:00,26.1914,-97.0507,1014.01,27.9,34.64,28.38,1.700735135
26,ioos:station:wmo:42044:1,2017-08-01 13:00:00+00:00,26.1914,-97.0507,1014.15,28.3,34.64,28.39,1.280039062
27,ioos:station:wmo:42044:1,2017-08-01 13:30:00+00:00,26.1914,-97.0507,1014.36,28.3,34.64,28.4,1.47
28,ioos:station:wmo:42044:1,2017-08-01 14:00:00+00:00,26.1914,-97.0507,1014.31,28.2,34.64,28.44,1.74183811
29,ioos:station:wmo:42044:1,2017-08-01 14:30:00+00:00,26.1914,-97.0507,1014.68,28.1,34.64,28.45,1.871149379
30,ioos:station:wmo:42044:1,2017-08-01 15:00:00+00:00,26.1914,-97.0507,1014.73,28.1,34.64,28.47,2.3026289319999997
31,ioos:station:wmo:42044:1,2017-08-01 15:30:00+00:00,26.1914,-97.0507,1014.74,28.0,34.64,28.51,2.3325951209999998
32,ioos:station:wmo:42044:1,2017-08-01 16:00:00+00:00,26.1914,-97.0507,1014.75,28.0,34.65,28.54,2.607163209
33,ioos:station:wmo:42044:1,2017-08-01 16:30:00+00:00,26.1914,-97.0507,1014.75,28.0,34.64,28.55,2.88951553
