,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 00:00:00+00:00,29.6817,-94.985,1014.6,27.4,13.06,27.2,2.6
1,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 00:36:00+00:00,29.6817,-94.985,1014.6,27.2,12.86,27.2,2.6
2,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 00:42:00+00:00,29.6817,-94.985,1014.5,27.3,12.86,27.2,3.0
3,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 00:48:00+00:00,29.6817,-94.985,1014.5,27.2,12.85,27.1,4.2
4,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 00:54:00+00:00,29.6817,-94.985,1014.4,27.0,12.81,27.1,2.8
5,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 01:00:00+00:00,29.6817,-94.985,1014.3,27.1,12.86,27.2,1.3
6,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 01:36:00+00:00,29.6817,-94.985,1014.5,27.1,12.86,27.3,1.7
7,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 01:42:00+00:00,29.6817,-94.985,1014.6,27.1,12.81,27.3,1.5
8,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 01:48:00+00:00,29.6817,-94.985,1014.6,27.1,12.81,27.3,2.0
9,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 01:54:00+00:00,29.6817,-94.985,1014.8,27.1,12.73,27.3,3.6
10,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 02:00:00+00:00,29.6817,-94.985,1014.8,27.2,12.74,27.3,5.4
11,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 02:36:00+00:00,29.6817,-94.985,1015.2,27.1,12.72,27.3,5.1
12,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 02:42:00+00:00,29.6817,-94.985,1015.3,27.1,12.7,27.4,4.0
13,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 02:48:00+00:00,29.6817,-94.985,1015.4,26.9,12.69,27.4,5.5
14,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 02:54:00+00:00,29.6817,-94.985,1015.4,26.6,12.7,27.4,6.0
15,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 03:00:00+00:00,29.6817,-94.985,1015.5,26.5,12.68,27.4,5.9
16,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 03:36:00+00:00,29.6817,-94.985,1015.9,25.9,12.65,27.4,5.9
17,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 03:42:00+00:00,29.6817,-94.985,1016.0,25.5,12.45,27.3,6.6
18,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 03:48:00+00:00,29.6817,-94.985,1016.0,25.3,12.4,27.3,5.3
19,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 03:54:00+00:00,29.6817,-94.985,1016.0,25.1,12.4,27.3,4.2
20,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 04:00:00+00:00,29.6817,-94.985,1016.0,24.7,12.38,27.3,4.7
21,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 04:36:00+00:00,29.6817,-94.985,1016.1,24.8,12.07,27.3,5.4
22,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 04:42:00+00:00,29.6817,-94.985,1016.1,24.9,12.12,27.3,4.1
23,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 04:48:00+00:00,29.6817,-94.985,1016.2,24.6,12.1,27.3,4.0
24,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 04:54:00+00:00,29.6817,-94.985,1016.0,24.6,12.07,27.3,2.0
25,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 05:00:00+00:00,29.6817,-94.985,1016.1,24.7,11.94,27.3,3.2
26,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 05:36:00+00:00,29.6817,-94.985,1016.2,24.7,11.93,27.3,3.7
27,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 05:42:00+00:00,29.6817,-94.985,1016.2,24.7,11.94,27.3,3.1
28,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 05:48:00+00:00,29.6817,-94.985,1016.1,24.7,11.92,27.3,2.6
29,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 05:54:00+00:00,29.6817,-94.985,1016.1,24.6,11.94,27.2,3.4
30,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 06:00:00+00:00,29.6817,-94.985,1016.0,24.5,11.94,27.2,2.1
31,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 06:36:00+00:00,29.6817,-94.985,1015.8,24.7,11.91,27.2,2.5
32,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 06:42:00+00:00,29.6817,-94.985,1015.8,24.6,11.87,27.1,2.0
33,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 06:48:00+00:00,29.6817,-94.985,1015.7,24.1,11.73,27.1,2.9
34,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 06:54:00+00:00,29.6817,-94.985,1015.5,24.1,11.7,27.1,3.5
35,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 07:00:00+00:00,29.6817,-94.985,1015.6,24.2,11.64,27.1,3.6
36,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 07:36:00+00:00,29.6817,-94.985,1015.6,24.1,11.56,27.1,3.8
37,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 07:42:00+00:00,29.6817,-94.985,1015.6,23.3,11.58,27.0,3.8
38,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 07:48:00+00:00,29.6817,-94.985,1015.6,22.9,11.54,27.1,3.8
39,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 07:54:00+00:00,29.6817,-94.985,1015.6,22.9,11.51,27.1,3.3
40,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 08:00:00+00:00,29.6817,-94.985,1015.6,22.8,11.51,27.2,3.3
41,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 08:36:00+00:00,29.6817,-94.985,1015.3,22.1,11.45,27.2,4.1
42,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 08:42:00+00:00,29.6817,-94.985,1015.2,22.2,11.45,27.2,4.3
43,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 08:48:00+00:00,29.6817,-94.985,1015.3,22.5,11.42,27.2,3.4
44,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 08:54:00+00:00,29.6817,-94.985,1015.3,22.6,11.44,27.2,2.8
45,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 09:00:00+00:00,29.6817,-94.985,1015.2,22.3,11.96,27.2,1.6
46,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 09:36:00+00:00,29.6817,-94.985,1014.9,22.4,12.09,27.2,4.3
47,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 09:42:00+00:00,29.6817,-94.985,1014.9,22.5,12.02,27.2,3.3
48,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 09:48:00+00:00,29.6817,-94.985,1015.0,23.9,11.96,27.2,4.2
49,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 09:54:00+00:00,29.6817,-94.985,1015.0,23.9,11.11,27.2,3.3
50,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 10:00:00+00:00,29.6817,-94.985,1015.0,24.0,11.09,27.2,3.0
51,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 10:36:00+00:00,29.6817,-94.985,1014.8,24.5,11.05,27.2,3.8
52,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 10:42:00+00:00,29.6817,-94.985,1014.8,24.5,11.02,27.2,3.5
53,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 10:48:00+00:00,29.6817,-94.985,1014.6,24.6,10.88,27.3,3.0
54,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 10:54:00+00:00,29.6817,-94.985,1014.8,24.9,10.91,27.2,2.2
55,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 11:00:00+00:00,29.6817,-94.985,1015.0,25.0,10.87,27.3,2.4
56,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 11:36:00+00:00,29.6817,-94.985,1015.9,25.0,10.87,27.4,3.0
57,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 11:42:00+00:00,29.6817,-94.985,1016.1,25.1,10.92,27.3,3.1
58,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 11:48:00+00:00,29.6817,-94.985,1016.1,25.1,10.89,27.4,2.9
59,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 11:54:00+00:00,29.6817,-94.985,1016.0,25.0,10.88,27.4,3.1
60,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 12:00:00+00:00,29.6817,-94.985,1015.9,25.2,10.87,27.2,3.6
61,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 12:36:00+00:00,29.6817,-94.985,1015.9,25.0,11.22,27.2,2.8
62,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 12:42:00+00:00,29.6817,-94.985,1015.9,25.1,11.22,27.2,2.2
63,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 12:48:00+00:00,29.6817,-94.985,1015.9,25.3,11.89,27.2,2.6
64,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 12:54:00+00:00,29.6817,-94.985,1015.9,25.1,11.89,27.4,3.3
65,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 13:00:00+00:00,29.6817,-94.985,1015.9,25.7,11.69,27.4,2.8
66,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 13:36:00+00:00,29.6817,-94.985,1016.2,25.8,11.86,27.4,3.1
67,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 13:42:00+00:00,29.6817,-94.985,1016.3,25.8,11.95,27.6,3.2
68,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-06-01 13:48:00+00:00,29.6817,-94.985,1016.3,25.9,12.02,27.6,3.5
