,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:TABS:X:1,2017-07-01 00:00:00+00:00,27.066,-96.3383,1013.39,30.9,32.28,29.4,8.468317424
1,ioos:station:TABS:X:1,2017-07-01 00:30:00+00:00,27.066,-96.3383,1013.32,31.2,32.28,29.38,8.480147404
2,ioos:station:TABS:X:1,2017-07-01 01:00:00+00:00,27.066,-96.3383,1013.53,30.9,32.31,29.39,9.333000589
3,ioos:station:TABS:X:1,2017-07-01 01:30:00+00:00,27.066,-96.3383,1013.4,30.9,32.3,29.38,9.461173289
4,ioos:station:TABS:X:1,2017-07-01 02:00:00+00:00,27.066,-96.3383,1013.9,30.9,32.3,29.34,9.489889357000001
5,ioos:station:TABS:X:1,2017-07-01 02:30:00+00:00,27.066,-96.3383,1014.06,30.7,32.38,29.33,8.927003977
6,ioos:station:TABS:X:1,2017-07-01 03:00:00+00:00,27.066,-96.3383,1014.13,30.7,32.43,29.3,9.278103254
7,ioos:station:TABS:X:1,2017-07-01 03:30:00+00:00,27.066,-96.3383,1014.53,30.4,32.55,29.28,9.459048577999999
8,ioos:station:TABS:X:1,2017-07-01 04:00:00+00:00,27.066,-96.3383,1014.48,30.7,32.71,29.23,9.101829486
9,ioos:station:TABS:X:1,2017-07-01 04:30:00+00:00,27.066,-96.3383,1014.39,30.7,32.9,29.2,9.781308706
10,ioos:station:TABS:X:1,2017-07-01 05:00:00+00:00,27.066,-96.3383,1014.78,30.4,33.05,29.17,10.09340379
11,ioos:station:TABS:X:1,2017-07-01 05:30:00+00:00,27.066,-96.3383,1014.86,30.7,33.15,29.14,10.25370665
12,ioos:station:TABS:X:1,2017-07-01 06:00:00+00:00,27.066,-96.3383,1014.93,30.4,33.29,29.12,9.696318889
13,ioos:station:TABS:X:1,2017-07-01 06:30:00+00:00,27.066,-96.3383,1015.07,30.7,33.36,29.11,9.975299494
14,ioos:station:TABS:X:1,2017-07-01 07:00:00+00:00,27.066,-96.3383,1014.5,30.4,33.41,29.09,10.05053232
15,ioos:station:TABS:X:1,2017-07-01 07:30:00+00:00,27.066,-96.3383,1014.46,30.4,33.39,29.08,10.13284264
16,ioos:station:TABS:X:1,2017-07-01 08:00:00+00:00,27.066,-96.3383,1014.22,30.4,33.42,29.07,9.592085278999999
17,ioos:station:TABS:X:1,2017-07-01 08:30:00+00:00,27.066,-96.3383,1014.38,30.4,33.48,29.05,10.27875965
18,ioos:station:TABS:X:1,2017-07-01 09:00:00+00:00,27.066,-96.3383,1014.32,30.4,33.55,29.03,9.819129289
19,ioos:station:TABS:X:1,2017-07-01 09:30:00+00:00,27.066,-96.3383,1014.62,30.4,33.58,29.04,9.021330278999999
20,ioos:station:TABS:X:1,2017-07-01 10:00:00+00:00,27.066,-96.3383,1014.81,30.4,33.65,29.04,9.390005325
21,ioos:station:TABS:X:1,2017-07-01 10:30:00+00:00,27.066,-96.3383,1014.9,30.2,33.71,29.06,9.499736837999999
22,ioos:station:TABS:X:1,2017-07-01 11:00:00+00:00,27.066,-96.3383,1015.36,30.4,33.77,29.08,8.633753529
23,ioos:station:TABS:X:1,2017-07-01 11:30:00+00:00,27.066,-96.3383,1016.03,30.4,33.79,29.08,9.22239123
24,ioos:station:TABS:X:1,2017-07-01 12:00:00+00:00,27.066,-96.3383,1016.12,30.4,33.79,29.08,8.711383357
25,ioos:station:TABS:X:1,2017-07-01 12:30:00+00:00,27.066,-96.3383,1016.62,30.7,33.85,29.1,8.804754397
26,ioos:station:TABS:X:1,2017-07-01 13:00:00+00:00,27.066,-96.3383,1017.08,30.4,33.85,29.09,8.222682043999999
27,ioos:station:TABS:X:1,2017-07-01 13:30:00+00:00,27.066,-96.3383,1017.18,30.7,33.87,29.09,7.511677576
28,ioos:station:TABS:X:1,2017-07-01 14:00:00+00:00,27.066,-96.3383,1017.32,30.9,33.89,29.08,8.621322403999999
29,ioos:station:TABS:X:1,2017-07-01 14:30:00+00:00,27.066,-96.3383,1017.44,30.4,33.92,29.08,8.689056335
30,ioos:station:TABS:X:1,2017-07-01 15:00:00+00:00,27.066,-96.3383,1018.05,30.7,33.76,29.08,8.605631877
31,ioos:station:TABS:X:1,2017-07-01 15:30:00+00:00,27.066,-96.3383,1018.58,30.4,33.57,29.09,8.293226152
32,ioos:station:TABS:X:1,2017-07-01 16:00:00+00:00,27.066,-96.3383,1018.59,30.9,33.54,29.1,6.887466878
33,ioos:station:TABS:X:1,2017-07-01 16:30:00+00:00,27.066,-96.3383,1018.84,30.7,33.38,29.11,7.0635968170000005
34,ioos:station:TABS:X:1,2017-07-01 17:00:00+00:00,27.066,-96.3383,1019.05,30.9,33.14,29.12,6.174544517999999
35,ioos:station:TABS:X:1,2017-07-01 17:30:00+00:00,27.066,-96.3383,1019.06,30.9,32.95,29.14,6.31927211
36,ioos:station:TABS:X:1,2017-07-01 18:00:00+00:00,27.066,-96.3383,1018.81,30.9,32.75,29.18,5.8138111420000005
37,ioos:station:TABS:X:1,2017-07-01 18:30:00+00:00,27.066,-96.3383,1018.54,31.2,32.62,29.24,6.039089335
38,ioos:station:TABS:X:1,2017-07-01 19:00:00+00:00,27.066,-96.3383,1018.12,30.9,32.4,29.28,6.64048191
39,ioos:station:TABS:X:1,2017-07-01 19:30:00+00:00,27.066,-96.3383,1017.65,30.9,32.3,29.3,7.424183457000001
40,ioos:station:TABS:X:1,2017-07-01 20:00:00+00:00,27.066,-96.3383,1017.63,30.9,32.11,29.33,7.6732522439999995
41,ioos:station:TABS:X:1,2017-07-01 20:30:00+00:00,27.066,-96.3383,1017.72,30.7,32.04,29.34,7.008031107000001
42,ioos:station:TABS:X:1,2017-07-01 21:00:00+00:00,27.066,-96.3383,1017.3,30.9,32.0,29.35,6.795299846
43,ioos:station:TABS:X:1,2017-07-01 21:30:00+00:00,27.066,-96.3383,1017.01,30.7,31.95,29.38,7.277156037999999
44,ioos:station:TABS:X:1,2017-07-01 22:00:00+00:00,27.066,-96.3383,1016.73,30.9,31.92,29.41,7.648954177
45,ioos:station:TABS:X:1,2017-07-01 22:30:00+00:00,27.066,-96.3383,1016.92,30.9,31.88,29.44,7.30818719
46,ioos:station:TABS:X:1,2017-07-01 23:00:00+00:00,27.066,-96.3383,1017.05,30.9,31.86,29.44,6.399062431
47,ioos:station:TABS:X:1,2017-07-01 23:30:00+00:00,27.066,-96.3383,1016.77,30.7,31.83,29.48,7.46627752
48,ioos:station:TABS:X:1,2017-07-02 00:00:00+00:00,27.066,-96.3383,1016.2,30.7,31.82,29.48,7.512296586000001
49,ioos:station:TABS:X:1,2017-07-02 00:30:00+00:00,27.066,-96.3383,1016.9,30.7,31.83,29.46,9.093519671000001
50,ioos:station:TABS:X:1,2017-07-02 01:00:00+00:00,27.066,-96.3383,1016.45,30.4,31.81,29.44,7.50810229
51,ioos:station:TABS:X:1,2017-07-02 01:30:00+00:00,27.066,-96.3383,1016.74,30.7,31.84,29.45,8.159736515
52,ioos:station:TABS:X:1,2017-07-02 02:00:00+00:00,27.066,-96.3383,1016.99,30.4,31.84,29.38,8.450609445
53,ioos:station:TABS:X:1,2017-07-02 02:30:00+00:00,27.066,-96.3383,1017.49,30.7,31.83,29.35,7.965180475
54,ioos:station:TABS:X:1,2017-07-02 03:00:00+00:00,27.066,-96.3383,1017.71,30.4,31.87,29.34,8.227812589
55,ioos:station:TABS:X:1,2017-07-02 03:30:00+00:00,27.066,-96.3383,1017.97,30.9,31.91,29.35,7.954835008
