owner,sensor,date,latitude,longitude,air_temperature,qcFlag 
TABS,ioos:station:wmo:42043:1,2017-07-01T00:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T00:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T01:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T01:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T02:00:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T02:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T03:00:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T03:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T04:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T04:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T05:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T05:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T06:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T06:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T07:00:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T07:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T08:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T08:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T09:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T09:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T10:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T10:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T11:00:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T11:30:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T12:00:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T12:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T13:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T13:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T14:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T14:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T15:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T15:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T16:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T16:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T17:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T17:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T18:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T18:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T19:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T19:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T20:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T20:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T21:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T21:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T22:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T22:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T23:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-01T23:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T00:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T00:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T01:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T01:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T02:00:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T02:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T03:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T03:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T04:00:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T04:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T05:00:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T05:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T06:00:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T06:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T07:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T07:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T08:00:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T08:30:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T09:00:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T09:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T10:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T10:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T11:00:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T11:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T12:00:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T12:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T13:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T13:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T14:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T14:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T15:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T15:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T16:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T16:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T17:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T17:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T18:00:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T18:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T19:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T19:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T20:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T20:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T21:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T21:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T22:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T22:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T23:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-02T23:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T00:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T00:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T01:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T01:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T02:00:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T02:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T03:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T03:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T04:00:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T04:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T05:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T05:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T06:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T06:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T07:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T07:30:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T08:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T08:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T09:00:00Z,28.9818,-94.9186,25.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T09:30:00Z,28.9818,-94.9186,25.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T10:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T10:30:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T11:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T11:30:00Z,28.9818,-94.9186,25.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T12:00:00Z,28.9818,-94.9186,25.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T12:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T13:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T13:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T14:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T14:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T15:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T15:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T16:00:00Z,28.9818,-94.9186,25.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T16:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T17:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T17:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T18:00:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T18:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T19:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T19:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T20:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T20:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T21:00:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T21:30:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T22:00:00Z,28.9818,-94.9186,26.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T22:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T23:00:00Z,28.9818,-94.9186,26.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-03T23:30:00Z,28.9818,-94.9186,26.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T00:00:00Z,28.9818,-94.9186,26.4,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T00:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T01:00:00Z,28.9818,-94.9186,26.3,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T01:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T02:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T02:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T03:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T03:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T04:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T04:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T05:00:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T05:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T06:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T06:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T07:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T07:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T08:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T08:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T09:00:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T09:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T10:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T10:30:00Z,28.9818,-94.9186,25.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T11:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T11:30:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T12:00:00Z,28.9818,-94.9186,25.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T12:30:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T13:00:00Z,28.9818,-94.9186,25.8,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T13:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T14:00:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T14:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T15:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T15:30:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T16:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T16:30:00Z,28.9818,-94.9186,25.7,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T17:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T17:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T18:00:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T18:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T19:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T19:30:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T20:00:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T20:30:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T21:00:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T21:30:00Z,28.9818,-94.9186,26.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T22:00:00Z,28.9818,-94.9186,26.2,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T22:30:00Z,28.9818,-94.9186,26.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T23:00:00Z,28.9818,-94.9186,26.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-04T23:30:00Z,28.9818,-94.9186,26.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T00:00:00Z,28.9818,-94.9186,26.5,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T00:30:00Z,28.9818,-94.9186,26.6,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T01:00:00Z,28.9818,-94.9186,26.1,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T01:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T02:00:00Z,28.9818,-94.9186,26.0,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T02:30:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T03:00:00Z,28.9818,-94.9186,25.9,11144222 
TABS,ioos:station:wmo:42043:1,2017-07-05T03:30:00Z,28.9818,-94.9186,25.9,11144222 
