owner,sensor,date,latitude,longitude,vertical_datum,wind_speed,wind_to_direction,wind_speed_of_gust,qcFlag 
TABS,ioos:station:wmo:42043:1,2017-06-07T00:00:00Z,28.9818,-94.9186,4,1.552707313,341.214813,2.71,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T00:30:00Z,28.9818,-94.9186,4,0.848999411,313.0907468,3.38,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T01:00:00Z,28.9818,-94.9186,4,0.869770085,314.5340868,2.91,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T01:30:00Z,28.9818,-94.9186,4,2.963798239,340.2809914,4.18,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T02:00:00Z,28.9818,-94.9186,4,2.997865908,341.3231315,4.19,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T02:30:00Z,28.9818,-94.9186,4,0.976217189,316.6601733,3.1,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T03:00:00Z,28.9818,-94.9186,4,1.998424379,168.7465317,4.09,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T03:30:00Z,28.9818,-94.9186,4,2.214881487,167.2189064,3.38,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T04:00:00Z,28.9818,-94.9186,4,0.610982815,201.1049997,2.56,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T04:30:00Z,28.9818,-94.9186,4,0.502493781,227.4196088,2.26,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T05:00:00Z,28.9818,-94.9186,4,0.49244289,246.0375671,3.03,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T05:30:00Z,28.9818,-94.9186,4,0.604069532,199.3349738,3.83,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T06:00:00Z,28.9818,-94.9186,4,1.24036285,178.6142958,2.91,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T06:30:00Z,28.9818,-94.9186,4,1.765276182,163.2077406,3.18,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T07:00:00Z,28.9818,-94.9186,4,3.332086433,323.5426647,6.47,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T07:30:00Z,28.9818,-94.9186,4,1.420211252,330.0047801,4.91,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T08:00:00Z,28.9818,-94.9186,4,0.29,226.397283,4.08,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T08:30:00Z,28.9818,-94.9186,4,0.537587202,189.637726,3.7,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T09:00:00Z,28.9818,-94.9186,4,0.44384682,202.5207234,4.1,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T09:30:00Z,28.9818,-94.9186,4,0.485077313,194.3228969,3.83,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T10:00:00Z,28.9818,-94.9186,4,0.943663075,189.7619624,2.63,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T10:30:00Z,28.9818,-94.9186,4,0.965194281,325.9805191,4.7,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T11:00:00Z,28.9818,-94.9186,4,1.329097438,309.1983214,2.87,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T11:30:00Z,28.9818,-94.9186,4,0.592283716,258.3106582,3.09,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T12:00:00Z,28.9818,-94.9186,4,7.452013151,69.49757499,9.59,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T12:30:00Z,28.9818,-94.9186,4,7.996199097,84.54567295,10.31,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T13:00:00Z,28.9818,-94.9186,4,7.118567272,84.03271632,8.78,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T13:30:00Z,28.9818,-94.9186,4,7.577189453,80.35081086,9.19,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T14:00:00Z,28.9818,-94.9186,4,7.649209109,77.92577638,9.67,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T14:30:00Z,28.9818,-94.9186,4,7.722240607,81.13497642,9.43,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T15:00:00Z,28.9818,-94.9186,4,7.34155978,84.68504584,8.77,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T15:30:00Z,28.9818,-94.9186,4,8.302174414,88.68822105,10.21,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T16:00:00Z,28.9818,-94.9186,4,7.94106416,90.93842702,9.45,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T16:30:00Z,28.9818,-94.9186,4,7.481797912,93.21847468,8.9,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T17:00:00Z,28.9818,-94.9186,4,7.029224708,92.9360875,8.52,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T17:30:00Z,28.9818,-94.9186,4,6.717886572,97.52741448,8.18,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T18:00:00Z,28.9818,-94.9186,4,5.771247699,91.19183971,7.32,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T18:30:00Z,28.9818,-94.9186,4,4.654653585,103.290248,5.64,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T19:00:00Z,28.9818,-94.9186,4,3.655598446,108.3361993,4.66,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T19:30:00Z,28.9818,-94.9186,4,2.321745033,87.77801714,2.98,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T20:00:00Z,28.9818,-94.9186,4,1.454166428,94.33867756,2.02,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T20:30:00Z,28.9818,-94.9186,4,1.051522705,122.1790019,1.72,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T21:00:00Z,28.9818,-94.9186,4,1.054751155,137.6900797,1.82,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T21:30:00Z,28.9818,-94.9186,4,0.974935895,190.0422106,1.57,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T22:00:00Z,28.9818,-94.9186,4,1.638566447,209.2245613,2.98,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T22:30:00Z,28.9818,-94.9186,4,1.553319027,191.8888407,2.97,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T23:00:00Z,28.9818,-94.9186,4,1.614465856,153.1177973,3.03,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-07T23:30:00Z,28.9818,-94.9186,4,2.108885962,132.6943544,3.44,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-08T00:00:00Z,28.9818,-94.9186,4,2.986385775,142.2094499,3.89,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-08T00:30:00Z,28.9818,-94.9186,4,2.133775996,115.2443609,3.08,'11111222
TABS,ioos:station:wmo:42043:1,2017-06-08T01:00:00Z,28.9818,-94.9186,4,2.32594067,117.6671135,3.09,'11111222
