,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42044:1,2018-09-01 00:00:00+00:00,26.1914,-97.0507,1010.33,15.5,37.85,28.61,0.0
1,ioos:station:wmo:42044:1,2018-09-01 00:30:00+00:00,26.1914,-97.0507,1010.32,14.5,37.86,28.64,0.0
2,ioos:station:wmo:42044:1,2018-09-01 01:00:00+00:00,26.1914,-97.0507,1010.62,14.3,37.85,28.64,0.0
3,ioos:station:wmo:42044:1,2018-09-01 01:30:00+00:00,26.1914,-97.0507,1010.68,14.0,37.86,28.61,0.0
4,ioos:station:wmo:42044:1,2018-09-01 02:00:00+00:00,26.1914,-97.0507,1010.81,14.0,37.86,28.58,0.0
5,ioos:station:wmo:42044:1,2018-09-01 02:30:00+00:00,26.1914,-97.0507,1011.28,14.1,37.85,28.51,0.0
6,ioos:station:wmo:42044:1,2018-09-01 03:00:00+00:00,26.1914,-97.0507,1011.5,14.7,37.86,28.46,0.0
7,ioos:station:wmo:42044:1,2018-09-01 03:30:00+00:00,26.1914,-97.0507,1011.62,14.7,37.86,28.42,0.0
8,ioos:station:wmo:42044:1,2018-09-01 04:00:00+00:00,26.1914,-97.0507,1011.86,15.0,37.86,28.39,0.0
9,ioos:station:wmo:42044:1,2018-09-01 04:30:00+00:00,26.1914,-97.0507,1011.66,15.0,37.86,28.36,0.0
10,ioos:station:wmo:42044:1,2018-09-01 05:00:00+00:00,26.1914,-97.0507,1011.65,14.9,37.86,28.32,0.0
11,ioos:station:wmo:42044:1,2018-09-01 05:30:00+00:00,26.1914,-97.0507,1011.69,14.1,37.86,28.25,0.0
12,ioos:station:wmo:42044:1,2018-09-01 06:00:00+00:00,26.1914,-97.0507,1011.7,14.1,37.85,28.2,0.0
13,ioos:station:wmo:42044:1,2018-09-01 06:30:00+00:00,26.1914,-97.0507,1011.46,13.9,37.85,28.1,0.0
14,ioos:station:wmo:42044:1,2018-09-01 07:00:00+00:00,26.1914,-97.0507,1011.33,14.5,37.85,28.03,0.0
15,ioos:station:wmo:42044:1,2018-09-01 07:30:00+00:00,26.1914,-97.0507,1010.98,15.0,37.85,27.99,0.0
16,ioos:station:wmo:42044:1,2018-09-01 08:00:00+00:00,26.1914,-97.0507,1010.93,13.9,37.86,27.96,0.0
