,sensor,date,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,ioos:station:wmo:42047:1,2018-09-01 00:00:00+00:00,27.8966,-93.5973,1012.0,27.6,36.39,29.79,4.744691771
1,ioos:station:wmo:42047:1,2018-09-01 00:30:00+00:00,27.8966,-93.5973,1012.11,27.6,36.4,29.75,4.2051991630000005
2,ioos:station:wmo:42047:1,2018-09-01 01:00:00+00:00,27.8966,-93.5973,1012.15,27.5,36.41,29.72,4.33561991
3,ioos:station:wmo:42047:1,2018-09-01 01:30:00+00:00,27.8966,-93.5973,1012.28,27.6,36.42,29.69,5.384356972000001
4,ioos:station:wmo:42047:1,2018-09-01 02:00:00+00:00,27.8966,-93.5973,1012.29,27.7,36.43,29.67,4.794705413
5,ioos:station:wmo:42047:1,2018-09-01 02:30:00+00:00,27.8966,-93.5973,1012.49,27.8,36.44,29.66,5.629387177999999
6,ioos:station:wmo:42047:1,2018-09-01 03:00:00+00:00,27.8966,-93.5973,1012.78,27.8,36.44,29.64,5.038462067
7,ioos:station:wmo:42047:1,2018-09-01 03:30:00+00:00,27.8966,-93.5973,1012.96,27.4,36.44,29.63,5.322264556
8,ioos:station:wmo:42047:1,2018-09-01 04:00:00+00:00,27.8966,-93.5973,1012.86,27.4,36.44,29.62,4.139432328
9,ioos:station:wmo:42047:1,2018-09-01 04:30:00+00:00,27.8966,-93.5973,1012.7,27.5,36.44,29.6,5.175567602
10,ioos:station:wmo:42047:1,2018-09-01 05:00:00+00:00,27.8966,-93.5973,1012.42,27.6,36.45,29.59,4.988917718
11,ioos:station:wmo:42047:1,2018-09-01 05:30:00+00:00,27.8966,-93.5973,1012.33,27.4,36.45,29.58,4.3603898910000005
12,ioos:station:wmo:42047:1,2018-09-01 06:00:00+00:00,27.8966,-93.5973,1012.24,27.5,36.45,29.6,4.949686859
13,ioos:station:wmo:42047:1,2018-09-01 06:30:00+00:00,27.8966,-93.5973,1012.33,27.5,36.44,29.58,4.836165837
14,ioos:station:wmo:42047:1,2018-09-01 07:00:00+00:00,27.8966,-93.5973,1012.3,27.4,36.44,29.58,4.792504564
15,ioos:station:wmo:42047:1,2018-09-01 07:30:00+00:00,27.8966,-93.5973,1012.22,27.4,36.45,29.55,4.579836242
16,ioos:station:wmo:42047:1,2018-09-01 08:00:00+00:00,27.8966,-93.5973,1012.02,27.4,36.45,29.55,4.966769574
17,ioos:station:wmo:42047:1,2018-09-01 08:30:00+00:00,27.8966,-93.5973,1012.09,27.1,36.46,29.55,4.534864937
18,ioos:station:wmo:42047:1,2018-09-01 09:00:00+00:00,27.8966,-93.5973,1012.17,27.3,36.47,29.55,4.886399492
19,ioos:station:wmo:42047:1,2018-09-01 09:30:00+00:00,27.8966,-93.5973,1012.19,27.1,36.47,29.54,4.001512214
20,ioos:station:wmo:42047:1,2018-09-01 10:00:00+00:00,27.8966,-93.5973,1011.91,27.2,36.47,29.52,4.014635724
21,ioos:station:wmo:42047:1,2018-09-01 10:30:00+00:00,27.8966,-93.5973,1011.98,27.2,36.47,29.52,4.008989898
22,ioos:station:wmo:42047:1,2018-09-01 11:00:00+00:00,27.8966,-93.5973,1011.98,27.2,36.47,29.51,3.728230143
23,ioos:station:wmo:42047:1,2018-09-01 11:30:00+00:00,27.8966,-93.5973,1012.39,27.2,36.47,29.5,3.343964713
24,ioos:station:wmo:42047:1,2018-09-01 12:00:00+00:00,27.8966,-93.5973,1012.77,27.3,36.47,29.48,2.891712296
25,ioos:station:wmo:42047:1,2018-09-01 12:30:00+00:00,27.8966,-93.5973,1012.78,27.3,36.47,29.5,3.9855739860000003
26,ioos:station:wmo:42047:1,2018-09-01 13:00:00+00:00,27.8966,-93.5973,1013.03,27.7,36.47,29.52,3.22684056
27,ioos:station:wmo:42047:1,2018-09-01 13:30:00+00:00,27.8966,-93.5973,1012.99,27.8,36.47,29.55,2.734684625
28,ioos:station:wmo:42047:1,2018-09-01 14:00:00+00:00,27.8966,-93.5973,1013.17,27.7,36.47,29.56,2.048414021
29,ioos:station:wmo:42047:1,2018-09-01 14:30:00+00:00,27.8966,-93.5973,1013.4,27.8,36.47,29.59,1.977169694
30,ioos:station:wmo:42047:1,2018-09-01 15:00:00+00:00,27.8966,-93.5973,1013.72,27.9,36.47,29.6,2.600173071
31,ioos:station:wmo:42047:1,2018-09-01 15:30:00+00:00,27.8966,-93.5973,1013.75,28.0,36.47,29.61,2.652772135
32,ioos:station:wmo:42047:1,2018-09-01 16:00:00+00:00,27.8966,-93.5973,1013.82,28.0,36.47,29.65,2.222836026
33,ioos:station:wmo:42047:1,2018-09-01 16:30:00+00:00,27.8966,-93.5973,1013.74,27.8,36.47,29.7,1.7774701119999998
34,ioos:station:wmo:42047:1,2018-09-01 17:00:00+00:00,27.8966,-93.5973,1013.66,28.1,36.5,29.71,2.268766185
35,ioos:station:wmo:42047:1,2018-09-01 17:30:00+00:00,27.8966,-93.5973,1013.41,27.9,36.48,29.74,2.856588875
36,ioos:station:wmo:42047:1,2018-09-01 18:00:00+00:00,27.8966,-93.5973,1012.94,26.8,36.47,29.85,4.807296538
37,ioos:station:wmo:42047:1,2018-09-01 18:30:00+00:00,27.8966,-93.5973,1013.42,27.2,36.47,29.91,4.316155697
38,ioos:station:wmo:42047:1,2018-09-01 19:00:00+00:00,27.8966,-93.5973,1013.03,27.1,36.48,29.96,4.095521945
39,ioos:station:wmo:42047:1,2018-09-01 19:30:00+00:00,27.8966,-93.5973,1012.55,27.5,36.46,30.03,1.864537476
40,ioos:station:wmo:42047:1,2018-09-01 20:00:00+00:00,27.8966,-93.5973,1012.25,27.9,36.46,30.06,2.169239498
