,date,sensor,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
0,2017-06-01 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.9,24.4,,27,6
1,2017-06-01 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.4,25.1,,27,2
2,2017-06-01 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.5,25.5,,27,2
3,2017-06-01 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1015.6,25.6,,27,3
4,2017-06-01 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1015.3,25.6,,27,4
5,2017-06-01 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.9,25.6,,27.1,6
6,2017-06-01 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.8,25.6,,26.8,5
7,2017-06-01 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.8,25.6,,26.5,4
8,2017-06-01 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.2,26,,26.3,6
9,2017-06-01 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.8,26,,26.4,7
10,2017-06-01 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.9,26,,26.5,6
11,2017-06-01 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.2,26.2,,26.5,7
12,2017-06-01 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.5,26.2,,26.6,7
13,2017-06-01 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.9,26.4,,26.8,7
14,2017-06-01 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1015.1,26,,26.8,5
15,2017-06-01 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.7,25.5,,26.8,4
16,2017-06-01 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.8,26.4,,26.9,5
17,2017-06-01 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.6,26.2,,26.9,6
18,2017-06-01 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.4,26.3,,27,5
19,2017-06-01 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.8,26.4,,27.1,4
20,2017-06-01 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.8,26.6,,27.1,5
21,2017-06-01 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,26.9,,27.1,4
22,2017-06-01 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.9,,27.1,5
23,2017-06-01 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,26.8,,27.2,6
24,2017-06-02 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.7,,27,5
25,2017-06-02 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.9,26.7,,27,6
26,2017-06-02 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.2,26.5,,26.4,6
27,2017-06-02 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,26.5,,26.5,5
28,2017-06-02 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.5,,26.6,4
29,2017-06-02 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.2,26.4,,26.7,4
30,2017-06-02 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.4,,26.7,4
31,2017-06-02 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.4,,26.7,4
32,2017-06-02 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,26.3,,26.7,4
33,2017-06-02 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.3,26.2,,26.7,4
34,2017-06-02 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.4,26.3,,26.7,4
35,2017-06-02 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.3,,26.6,5
36,2017-06-02 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,26.7,,26.6,2
37,2017-06-02 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,26.7,,26.6,4
38,2017-06-02 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.4,26.7,,26.7,4
39,2017-06-02 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.5,26.5,,26.9,4
40,2017-06-02 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,26.6,,27.1,4
41,2017-06-02 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.1,26.6,,27.3,3
42,2017-06-02 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,26.6,,27.5,2
43,2017-06-02 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,26.8,,27.7,3
44,2017-06-02 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,26.9,,27.7,4
45,2017-06-02 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.1,27,,27.8,5
46,2017-06-02 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.8,27,,27.7,6
47,2017-06-02 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.1,26.9,,27.6,6
48,2017-06-03 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.3,26.9,,27.5,6
49,2017-06-03 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,26.7,,27.5,6
50,2017-06-03 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.9,26.7,,27.4,6
51,2017-06-03 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,26.7,,27.4,5
52,2017-06-03 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.5,26.5,,27.4,5
53,2017-06-03 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.2,26.4,,27.2,5
54,2017-06-03 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.7,26.4,,27.2,4
55,2017-06-03 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,26.3,,27,4
56,2017-06-03 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,26.4,,26.9,3
57,2017-06-03 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.7,26.4,,26.7,4
58,2017-06-03 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.3,26.4,,26.7,4
59,2017-06-03 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.9,26.3,,26.7,5
60,2017-06-03 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.7,26.6,,26.8,3
61,2017-06-03 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1013,26.8,,26.7,3
62,2017-06-03 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.6,26.9,,26.9,4
63,2017-06-03 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,27,,27.1,3
64,2017-06-03 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,27.1,,27.5,2
65,2017-06-03 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.1,,27.7,2
66,2017-06-03 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.3,,28,2
67,2017-06-03 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1011,27.3,,28.1,1
68,2017-06-03 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.8,27.3,,28,2
69,2017-06-03 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.1,27.4,,28.3,3
70,2017-06-03 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.1,27.4,,28.3,3
71,2017-06-04 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,27.3,,28.2,3
72,2017-06-04 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1010,27.1,,28.1,4
73,2017-06-04 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,27.1,,27.9,5
74,2017-06-04 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.7,27.1,,27.8,6
75,2017-06-04 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.1,26.8,,27.7,5
76,2017-06-04 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1011,27,,27.7,6
77,2017-06-04 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.7,27,,27.6,5
78,2017-06-04 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.9,27,,27.5,7
79,2017-06-04 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.2,26.9,,27.4,5
80,2017-06-04 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.9,26.9,,27.3,5
81,2017-06-04 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.3,25.9,,27.2,7
82,2017-06-04 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1010,26.9,,27,6
83,2017-06-04 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.1,26.9,,26.8,6
84,2017-06-04 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,27,,26.7,6
85,2017-06-04 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.5,27,,26.7,6
86,2017-06-04 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.3,27.1,,26.7,5
87,2017-06-04 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.4,27,,26.8,4
88,2017-06-04 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.6,27,,26.8,3
89,2017-06-04 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.9,25.8,,26.8,4
90,2017-06-04 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.4,25.7,,26.8,2
91,2017-06-04 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.4,25.8,,26.8,2
92,2017-06-04 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.6,26.4,,26.8,2
93,2017-06-04 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.7,26.5,,27.4,1
94,2017-06-04 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.9,26.4,,27.5,3
95,2017-06-05 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.2,26.5,,27.1,4
96,2017-06-05 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.7,26.6,,26.8,4
97,2017-06-05 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.1,26.5,,26.7,4
98,2017-06-05 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.6,26.5,,26.6,5
99,2017-06-05 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.5,26.7,,26.6,7
100,2017-06-05 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.8,26.8,,26.6,9
101,2017-06-05 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.4,26.9,,26.6,7
102,2017-06-05 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.4,26.5,,26.6,7
103,2017-06-05 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.6,26.9,,26.6,8
104,2017-06-05 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.1,26.4,,26.9,10
105,2017-06-05 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1005.8,26.8,,26.9,8
106,2017-06-05 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.2,27,,26.9,8
107,2017-06-05 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1005.9,26,,26.9,10
108,2017-06-05 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.1,22.6,,26.9,9
109,2017-06-05 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1008,23.1,,26.9,6
110,2017-06-05 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.2,21.7,,26.8,4
111,2017-06-05 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1008,23.4,,26.8,1
112,2017-06-05 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.9,24.2,,26.9,6
113,2017-06-05 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.4,24.2,,26.8,6
114,2017-06-05 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1005.9,24.1,,26.6,3
115,2017-06-05 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1005,25.1,,26.6,0
116,2017-06-05 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1004.9,26,,27.1,0
117,2017-06-05 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1004.7,25.5,,26.9,4
118,2017-06-05 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1004.9,25.4,,26.7,4
119,2017-06-06 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1005.2,25.4,,26.7,4
120,2017-06-06 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1006,25.6,,26.6,3
121,2017-06-06 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.1,25.6,,26.5,4
122,2017-06-06 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.4,25.7,,26.5,4
123,2017-06-06 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.2,25.7,,26.5,2
124,2017-06-06 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.9,25.6,,26.6,2
125,2017-06-06 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1007,25.5,,26.7,0
126,2017-06-06 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.9,25.5,,26.6,1
127,2017-06-06 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.8,25.5,,26.3,2
128,2017-06-06 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.7,25.5,,26.3,3
129,2017-06-06 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1007,25.6,,26.2,4
130,2017-06-06 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.4,25.9,,26.4,4
131,2017-06-06 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.9,26,,26.7,4
132,2017-06-06 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.1,26.2,,26.9,3
133,2017-06-06 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.5,26,,26.7,5
134,2017-06-06 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.2,26.1,,26.8,4
135,2017-06-06 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.4,25.9,,27,4
136,2017-06-06 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.4,26.2,,27.1,4
137,2017-06-06 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1008,26.3,,27.3,4
138,2017-06-06 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.3,26.7,,27.5,4
139,2017-06-06 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.7,27,,27.6,4
140,2017-06-06 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.5,27.4,,27.6,5
141,2017-06-06 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1006.5,27.6,,27.5,5
142,2017-06-07 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.1,26.7,,27.5,4
143,2017-06-07 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.5,26.9,,27.4,3
144,2017-06-07 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1007.6,26.5,,27.4,1
145,2017-06-07 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.4,26.9,,27.3,3
146,2017-06-07 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.5,26.8,,27.2,3
147,2017-06-07 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.3,27.4,,27,8
148,2017-06-07 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.1,27,,26.7,8
149,2017-06-07 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.3,26.8,,26.6,8
150,2017-06-07 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.6,26.6,,26.5,8
151,2017-06-07 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1008.8,26.5,,26.5,8
152,2017-06-07 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1009,26.3,,26.5,8
153,2017-06-07 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1009.6,26.2,,26.5,8
154,2017-06-07 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.1,26.2,,26.5,7
155,2017-06-07 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.6,26.3,,26.6,8
156,2017-06-07 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.9,26.3,,26.7,8
157,2017-06-07 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.5,26.3,,26.8,6
158,2017-06-07 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,26.4,,26.8,6
159,2017-06-07 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.7,,27,7
160,2017-06-07 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,26.5,,27.1,7
161,2017-06-07 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.9,26.7,,27.2,7
162,2017-06-07 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.5,27,,27.2,6
163,2017-06-07 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.2,27.2,,27.2,5
164,2017-06-07 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.1,27.3,,27.2,4
165,2017-06-08 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.4,27.1,,27.2,2
166,2017-06-08 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,26.8,,27.2,0
167,2017-06-08 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,26.7,,27.2,1
168,2017-06-08 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.6,,27.2,0
169,2017-06-08 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.3,,27.1,0
170,2017-06-08 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,26.4,,27,1
171,2017-06-08 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.2,26.4,,27,1
172,2017-06-08 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.4,,27.1,2
173,2017-06-08 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.6,26.5,,27.1,1
174,2017-06-08 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.8,26.7,,27.1,2
175,2017-06-08 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.5,27,,27.1,3
176,2017-06-08 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.1,26.9,,27.1,3
177,2017-06-08 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.4,26.7,,27.2,5
178,2017-06-08 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.8,26.6,,27.2,4
179,2017-06-08 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.6,26.5,,27.3,3
180,2017-06-08 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.7,26.5,,27.4,3
181,2017-06-08 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1014.4,26.5,,27.5,4
182,2017-06-08 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1014,26.4,,27.5,4
183,2017-06-08 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.4,26.4,,27.6,4
184,2017-06-08 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,26.4,,27.7,3
185,2017-06-08 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,26.5,,27.7,3
186,2017-06-08 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.6,,27.7,3
187,2017-06-08 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.4,26.5,,27.6,4
188,2017-06-09 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.4,26.4,,27.4,6
189,2017-06-09 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.9,26.3,,27.3,6
190,2017-06-09 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.4,,27.2,7
191,2017-06-09 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.8,26.4,,27.1,7
192,2017-06-09 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.6,26.3,,27.1,7
193,2017-06-09 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.1,,27,6
194,2017-06-09 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,25.8,,27,6
195,2017-06-09 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.3,25.8,,27,6
196,2017-06-09 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.3,25.7,,27,6
197,2017-06-09 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,25.7,,27,5
198,2017-06-09 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,25.9,,27.1,4
199,2017-06-09 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.7,26.1,,27.1,4
200,2017-06-09 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.1,26.1,,27.1,3
201,2017-06-09 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1013,26,,27.2,4
202,2017-06-09 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1013,26.1,,27.2,4
203,2017-06-09 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,26,,27.3,3
204,2017-06-09 17:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,26,,27.5,2
205,2017-06-09 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.8,26,,27.8,2
206,2017-06-09 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.6,26.1,,28,3
207,2017-06-09 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,26.2,,28,3
208,2017-06-09 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.3,,27.9,5
209,2017-06-09 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.5,26.3,,27.6,5
210,2017-06-10 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.9,26.3,,27.3,6
211,2017-06-10 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1011,26.3,,27.3,6
212,2017-06-10 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.3,26.4,,27.3,6
213,2017-06-10 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.3,,27.3,6
214,2017-06-10 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.3,,27.4,5
215,2017-06-10 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,26.2,,27.2,6
216,2017-06-10 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.1,,27.2,5
217,2017-06-10 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,26,,27.2,5
218,2017-06-10 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1011,26.2,,27.2,6
219,2017-06-10 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.9,26.3,,27.2,6
220,2017-06-10 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1010.9,26.4,,27.1,7
221,2017-06-10 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,26.6,,27.1,8
222,2017-06-10 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.6,26.9,,27.2,6
223,2017-06-10 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,27.2,,27.2,5
224,2017-06-10 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.2,26.9,,27.5,5
225,2017-06-10 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.2,27.2,,27.6,6
226,2017-06-10 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.2,,27.6,6
227,2017-06-10 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,27.2,,27.5,6
228,2017-06-11 00:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.1,,27.5,7
229,2017-06-11 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,27.1,,27.5,7
230,2017-06-11 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,27.1,,27.5,7
231,2017-06-11 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.2,27,,27.3,9
232,2017-06-11 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,27,,27.2,8
233,2017-06-11 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,26.9,,27.3,8
234,2017-06-11 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,26.8,,27.4,8
235,2017-06-11 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,26.8,,27.3,7
236,2017-06-11 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,26.7,,27.2,5
237,2017-06-11 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,26.8,,27.2,5
238,2017-06-11 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,26.8,,27.2,6
239,2017-06-11 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,26.8,,27.2,6
240,2017-06-11 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,26.9,,27.2,6
241,2017-06-11 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.5,27,,27.3,6
242,2017-06-11 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,27,,27.3,6
243,2017-06-11 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.2,27,,27.4,5
244,2017-06-11 16:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,27.2,,27.5,4
245,2017-06-11 18:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,27.5,,27.8,2
246,2017-06-11 19:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,27.6,,28.1,2
247,2017-06-11 20:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,27.6,,28.3,2
248,2017-06-11 21:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.8,,28.3,2
249,2017-06-11 22:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.4,27.8,,28.2,3
250,2017-06-11 23:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.6,27.9,,28.1,3
251,2017-06-12 01:50:00+00:00,wmo_42019_1,27.907,-95.353,1012,27.6,,27.7,5
252,2017-06-12 02:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.3,27.6,,27.6,5
253,2017-06-12 03:50:00+00:00,wmo_42019_1,27.907,-95.353,1013,27.5,,27.5,5
254,2017-06-12 04:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.5,27.6,,27.5,5
255,2017-06-12 05:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,27.6,,27.5,5
256,2017-06-12 06:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,27.5,,27.5,5
257,2017-06-12 07:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.1,27.6,,27.5,5
258,2017-06-12 08:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,27.8,,27.5,6
259,2017-06-12 09:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.7,27.7,,27.5,6
260,2017-06-12 10:50:00+00:00,wmo_42019_1,27.907,-95.353,1011.8,27.7,,27.4,6
261,2017-06-12 11:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.4,27.6,,27.4,5
262,2017-06-12 12:50:00+00:00,wmo_42019_1,27.907,-95.353,1012.9,27.9,,27.5,4
263,2017-06-12 13:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.5,27.9,,27.4,3
264,2017-06-12 14:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.3,27.5,,27.4,4
265,2017-06-12 15:50:00+00:00,wmo_42019_1,27.907,-95.353,1013.5,27.6,,27.6,5
