date,sensor,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
2017-08-01 00:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.75,29.6,36.2,30.45,4.220011848
2017-08-01 00:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.92,29.4,36.17,30.29,4.697201294
2017-08-01 01:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.99,29.2,36.17,30.14,4.851030818
2017-08-01 01:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.84,29.0,36.18,30.05,5.0554228310000004
2017-08-01 02:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.05,29.3,36.18,29.98,4.818339963000001
2017-08-01 02:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.09,29.1,36.18,29.94,4.698191141000001
2017-08-01 03:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.32,28.8,36.18,29.89,4.042301325
2017-08-01 03:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.45,29.1,36.17,29.88,4.0443169999999995
2017-08-01 04:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.67,28.8,36.17,29.87,3.929287467
2017-08-01 04:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.71,29.0,36.15,29.84,3.9850345039999997
2017-08-01 05:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.42,29.1,36.15,29.84,3.68620401
2017-08-01 05:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.14,28.8,36.16,29.84,4.058866837
2017-08-01 06:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.99,28.6,36.16,29.83,3.649780815
2017-08-01 06:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.86,28.7,36.15,29.83,3.38
2017-08-01 07:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.57,28.7,36.17,29.81,3.3255676210000003
2017-08-01 07:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.47,28.4,36.17,29.8,3.3767588010000003
2017-08-01 08:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.63,28.6,36.21,29.81,3.270290507
2017-08-01 08:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.74,28.6,36.21,29.81,2.640927867
2017-08-01 09:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.77,28.4,36.22,29.8,2.7865749589999997
2017-08-01 09:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.8,28.6,36.22,29.82,1.8083417819999998
2017-08-01 10:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.65,28.5,36.21,29.84,1.5383757669999998
2017-08-01 10:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.61,28.6,36.21,29.82,0.78517514
2017-08-01 11:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.84,28.5,36.21,29.81,1.7831432919999999
2017-08-01 11:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.98,28.5,36.21,29.83,1.230447073
2017-08-01 12:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.3,28.5,36.21,29.81,1.2687395320000001
2017-08-01 12:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.45,29.1,36.2,29.8,1.2201639229999999
2017-08-01 13:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.66,29.5,36.19,29.77,0.975909832
2017-08-01 13:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.8,29.4,36.13,29.78,1.4276203980000002
2017-08-01 14:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.93,29.9,36.11,29.81,0.654599114
2017-08-01 14:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.93,29.6,36.1,29.84,1.222497444
2017-08-01 15:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1015.14,29.2,36.1,29.86,1.398463442
2017-08-01 15:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1015.22,29.1,36.08,29.81,1.1940268
2017-08-01 16:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1015.29,29.8,36.1,29.78,1.0507616290000001
2017-08-01 16:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1015.29,29.7,36.13,29.91,1.0623088059999999
2017-08-01 17:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1015.23,29.6,36.14,29.91,0.5403702429999999
2017-08-01 17:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.85,29.4,36.14,29.92,1.208139065
2017-08-01 18:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.73,29.9,36.17,29.99,0.362215406
2017-08-01 18:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.5,29.9,36.17,30.0,0.393192065
2017-08-01 19:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.26,29.5,36.17,30.01,1.28351081
2017-08-01 19:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.06,28.7,36.14,30.04,4.194210295
2017-08-01 20:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.88,29.2,36.14,30.11,3.111301978
2017-08-01 20:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.71,29.4,36.19,30.27,2.784690288
2017-08-01 21:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.7,29.1,36.11,30.4,2.8490349239999997
2017-08-01 21:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.65,29.6,36.11,30.53,3.1771685510000003
2017-08-01 22:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.42,29.6,36.05,30.5,3.702769234
2017-08-01 22:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.33,29.7,36.03,30.58,4.070110564
2017-08-01 23:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.19,29.7,36.04,30.5,4.332262688
2017-08-01 23:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.3,29.8,36.04,30.36,5.27539572
2017-08-02 00:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.29,29.8,36.04,30.34,5.262860439
2017-08-02 00:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.34,29.3,36.04,30.26,4.880163932
2017-08-02 01:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.53,29.2,36.04,30.27,5.531084885
2017-08-02 01:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.67,29.5,36.06,30.31,5.82508369
2017-08-02 02:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.91,29.2,36.06,30.28,5.8101376920000005
2017-08-02 02:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.18,29.1,36.09,30.23,6.3593789
2017-08-02 03:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.2,29.4,36.1,30.27,5.028419235
2017-08-02 03:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.23,28.8,36.12,30.3,5.26711496
2017-08-02 04:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.37,29.2,36.12,30.31,4.634414742
2017-08-02 04:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.5,29.0,36.13,30.26,4.370686445
2017-08-02 05:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.73,29.1,36.13,30.18,4.02236249
