date,sensor,latitude,longitude,air_pressure(mBar),air_temperature,sea_water_practical_salinity,sea_water_temperature,wind_speed
2017-06-01 00:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.4,25.8,34.69,26.66,8.178000978
2017-06-01 00:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.84,26.5,34.71,26.63,8.08566633
2017-06-01 01:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.69,27.0,34.71,26.61,7.68400937
2017-06-01 01:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.11,26.8,34.72,26.58,8.130885561
2017-06-01 02:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.26,27.0,34.73,26.57,6.620483366
2017-06-01 02:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.68,27.3,34.74,26.55,5.462600113
2017-06-01 03:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.9,27.3,34.74,26.54,4.551593128
2017-06-01 03:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.72,27.5,34.74,26.53,5.448678739
2017-06-01 04:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.57,27.8,34.74,26.53,5.761249864
2017-06-01 04:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.66,28.0,34.74,26.53,5.798353214
2017-06-01 05:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.11,28.0,34.75,26.53,5.481505267999999
2017-06-01 05:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.32,28.0,34.77,26.54,5.899711857000001
2017-06-01 06:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.45,28.2,34.8,26.54,5.350934498
2017-06-01 06:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.3,28.2,34.82,26.52,5.286548969
2017-06-01 07:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.08,27.8,34.81,26.49,5.050881111
2017-06-01 07:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.01,28.0,34.83,26.47,5.211765536000001
2017-06-01 08:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.99,28.0,34.85,26.46,5.487667993
2017-06-01 08:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.71,27.8,34.9,26.44,5.922237752999999
2017-06-01 09:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.52,28.0,34.94,26.41,6.079514783
2017-06-01 09:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.46,28.0,34.95,26.37,6.627955944
2017-06-01 10:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.32,28.0,34.97,26.36,6.866039615
2017-06-01 10:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.27,28.0,35.0,26.36,6.137263234
2017-06-01 11:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.45,28.0,35.02,26.35,6.111448274
2017-06-01 11:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.63,28.2,35.04,26.33,5.614267539
2017-06-01 12:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.83,28.2,35.05,26.32,5.654166605
2017-06-01 12:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.9,28.5,35.03,26.31,5.6222593320000005
2017-06-01 13:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.13,28.5,35.04,26.32,5.832752352000001
2017-06-01 13:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.45,28.7,35.04,26.35,5.816743075
2017-06-01 14:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.46,28.7,35.04,26.37,5.53675898
2017-06-01 14:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.57,29.0,35.03,26.4,5.1335465319999996
2017-06-01 15:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.44,29.0,35.03,26.41,5.131403317
2017-06-01 15:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.22,29.0,35.03,26.45,4.903162245
2017-06-01 16:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.21,29.0,35.02,26.48,4.966135318
2017-06-01 16:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.24,29.0,35.01,26.51,4.464448453999999
2017-06-01 17:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.22,29.0,35.01,26.56,4.935392588
2017-06-01 17:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.8,29.0,35.01,26.61,4.642628566
2017-06-01 18:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.11,29.0,35.0,26.76,4.687899316
2017-06-01 18:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1014.1,29.0,34.99,26.8,3.644077387
2017-06-01 19:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.91,29.0,34.99,26.83,3.8645310189999997
2017-06-01 19:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.39,28.7,34.99,26.9,4.4204072210000005
2017-06-01 20:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.84,29.0,35.0,27.01,3.849740251
2017-06-01 20:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.23,29.0,34.98,27.12,4.5895642489999995
2017-06-01 21:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.02,29.0,34.97,27.15,4.81
2017-06-01 21:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.6,29.0,34.95,27.1,3.975889838
2017-06-01 22:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.37,29.0,34.97,27.09,4.387368232
2017-06-01 22:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.19,29.0,34.95,27.04,4.4794754160000005
2017-06-01 23:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.18,29.0,34.95,27.02,4.0517773880000005
2017-06-01 23:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.25,29.0,34.95,26.95,4.279310692
2017-06-02 00:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.36,29.0,34.95,26.95,4.390455557
2017-06-02 00:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.32,28.7,34.94,26.86,4.573587214
2017-06-02 01:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.5,28.5,34.95,26.88,5.01003992
2017-06-02 01:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.7,28.5,34.95,26.78,5.290935645
2017-06-02 02:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.93,28.5,34.96,26.81,4.227871805
2017-06-02 02:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.99,28.5,34.98,26.82,3.600347205
2017-06-02 03:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.75,28.5,34.97,26.83,4.202487359
2017-06-02 03:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.2,28.2,34.98,26.87,5.791519662000001
2017-06-02 04:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.17,28.5,35.01,26.82,5.071104416
2017-06-02 04:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.21,28.2,35.01,26.81,4.731944632
2017-06-02 05:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.16,28.5,35.04,26.79,4.574035417
2017-06-02 05:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.15,28.5,35.05,26.77,4.5089355730000005
2017-06-02 06:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.12,28.2,35.07,26.76,4.29830199
2017-06-02 06:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.07,28.2,35.07,26.74,3.920012755
2017-06-02 07:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.94,28.2,35.07,26.7,4.101036454
2017-06-02 07:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.72,28.0,35.08,26.67,4.611865132
2017-06-02 08:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.29,28.2,35.08,26.64,4.265172916
2017-06-02 08:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.35,28.0,35.09,26.61,3.8748935469999997
2017-06-02 09:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.15,28.0,35.1,26.61,3.926652518
2017-06-02 09:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.99,28.0,35.12,26.62,4.137728846
2017-06-02 10:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.02,28.0,35.13,26.61,3.6477390260000004
2017-06-02 10:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.27,28.2,35.14,26.64,4.083833983
2017-06-02 11:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.34,28.2,35.16,26.64,3.860051813
2017-06-02 11:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.76,28.5,35.15,26.6,3.461517008
2017-06-02 12:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.9,29.0,35.15,26.56,2.978808487
2017-06-02 12:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.16,29.2,35.14,26.52,2.420991532
2017-06-02 13:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.24,29.2,35.13,26.51,2.508884214
2017-06-02 13:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.54,29.2,35.13,26.54,3.5261452039999996
2017-06-02 14:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.0,28.7,35.12,26.58,2.892490277
2017-06-02 14:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.01,29.2,35.12,26.63,2.57200311
2017-06-02 15:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.43,29.2,35.13,26.69,1.960867155
2017-06-02 15:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.27,29.2,35.13,26.75,2.1086725680000002
2017-06-02 16:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.07,29.0,35.13,26.89,2.594339993
2017-06-02 16:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.1,29.2,35.12,27.04,3.086033052
2017-06-02 17:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1013.01,29.2,35.11,27.08,2.887351728
2017-06-02 17:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.85,29.0,35.12,27.19,2.630532266
2017-06-02 18:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.91,29.2,35.16,27.39,2.274379036
2017-06-02 18:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.6,29.2,35.12,27.46,1.3318408309999998
2017-06-02 19:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1012.13,29.2,35.06,27.11,1.455266299
2017-06-02 19:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.82,29.5,35.09,27.13,1.807373785
2017-06-02 20:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.54,29.2,35.12,27.38,1.49966663
2017-06-02 20:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.39,29.2,35.03,27.6,3.42242604
2017-06-02 21:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.01,29.2,35.07,27.76,3.74786606
2017-06-02 21:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.62,29.0,35.04,27.79,5.002889165
2017-06-02 22:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.35,29.0,35.03,27.84,5.896617675
2017-06-02 22:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.47,29.0,35.03,27.86,5.998541489
2017-06-02 23:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.27,29.2,35.02,27.83,5.0565304310000005
2017-06-02 23:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1009.78,29.2,35.02,27.98,5.938998232
2017-06-03 00:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1009.64,28.7,35.01,27.99,6.575416337
2017-06-03 00:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1009.78,28.5,34.97,27.91,5.9500336129999996
2017-06-03 01:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.02,28.5,34.89,27.71,6.820593816000001
2017-06-03 01:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.03,28.7,34.9,27.64,7.165758857
2017-06-03 02:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.37,28.7,34.88,27.54,6.195692052
2017-06-03 02:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1010.63,28.5,34.7,27.24,5.184920443
2017-06-03 03:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.06,28.5,34.78,27.22,6.360070754
2017-06-03 03:30:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.5,28.5,34.85,27.29,5.180289567
2017-06-03 04:00:00+00:00,ioos:station:TABS:X:1,27.066,-96.3383,1011.72,28.5,34.86,27.3,4.970412458
