network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-18T20:00:00Z,1.34,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-18T20:45:00Z,14.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-18T21:00:00Z,2.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-18T21:00:00Z,1.23,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-18T21:00:00Z,5.33,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-18T21:00:00Z,1.14,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-18T21:45:00Z,15.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-18T22:00:00Z,5.16,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-18T22:00:00Z,1.42,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-18T22:00:00Z,3.93,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-18T22:00:00Z,1.19,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-18T22:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-18T23:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T00:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T01:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T02:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T03:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T04:00:00Z,2.05,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T04:00:00Z,1.34,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T04:00:00Z,3.7,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T04:00:00Z,1.65,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T04:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T05:00:00Z,2.06,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T05:00:00Z,1.38,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T05:00:00Z,3.56,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T05:00:00Z,1.78,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T05:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T06:00:00Z,1.82,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T06:00:00Z,1.29,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T06:00:00Z,3.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T06:00:00Z,1.71,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T06:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T07:00:00Z,1.89,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T07:00:00Z,1.24,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T07:00:00Z,3.57,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T07:00:00Z,1.12,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T07:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T08:00:00Z,1.76,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T08:00:00Z,0.95,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T08:00:00Z,3.54,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T08:00:00Z,1.51,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T08:45:00Z,20.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T09:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T09:00:00Z,1.14,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T09:00:00Z,3.56,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T09:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T09:45:00Z,20.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T10:00:00Z,1.92,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T10:00:00Z,1.33,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T10:00:00Z,3.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T10:00:00Z,1.04,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T10:45:00Z,23.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T11:00:00Z,1.9,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T11:00:00Z,1.35,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T11:00:00Z,3.67,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T11:00:00Z,0.89,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T11:45:00Z,22.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T12:00:00Z,1.7,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T12:00:00Z,1.29,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T12:00:00Z,3.53,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T12:00:00Z,0.99,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T12:45:00Z,20.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T13:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T13:00:00Z,1.21,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T13:00:00Z,3.49,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T13:00:00Z,0.94,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T13:45:00Z,23.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T14:00:00Z,1.71,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T14:00:00Z,1.57,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T14:00:00Z,3.78,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T14:00:00Z,1.23,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T14:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T15:00:00Z,1.64,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T15:00:00Z,1.07,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T15:00:00Z,3.38,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T15:00:00Z,1.04,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T15:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T16:00:00Z,1.7,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T16:00:00Z,1.2,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T16:00:00Z,3.43,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T16:00:00Z,1.29,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T16:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T17:00:00Z,1.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T17:00:00Z,1.55,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T17:00:00Z,4.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T17:00:00Z,1.05,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T17:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T18:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T18:00:00Z,1.56,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T18:00:00Z,3.46,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T18:00:00Z,0.99,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T18:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T19:00:00Z,1.76,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T19:00:00Z,1.54,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T19:00:00Z,3.7,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T19:00:00Z,1.02,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T19:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T20:00:00Z,1.8,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T20:00:00Z,2.02,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T20:00:00Z,4.17,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T20:00:00Z,1.1,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T20:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T21:00:00Z,2.55,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T21:00:00Z,1.8,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T21:00:00Z,6.13,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T21:00:00Z,0.96,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T21:45:00Z,15.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-19T22:00:00Z,2.13,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-19T22:00:00Z,1.43,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-19T22:00:00Z,5.37,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-19T22:00:00Z,0.94,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T22:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-19T23:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T00:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T01:45:00Z,34.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T02:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T03:45:00Z,19.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T04:00:00Z,1.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T04:00:00Z,1.26,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T04:00:00Z,3.34,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T04:00:00Z,1.84,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T04:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T05:00:00Z,1.62,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T05:00:00Z,1.08,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T05:00:00Z,3.39,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T05:00:00Z,1.29,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T05:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T06:00:00Z,1.81,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T06:00:00Z,1.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T06:00:00Z,3.35,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T06:00:00Z,1.19,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T06:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T07:00:00Z,1.73,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T07:00:00Z,0.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T07:00:00Z,3.11,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T07:00:00Z,1.31,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T07:45:00Z,19.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T08:00:00Z,1.76,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T08:00:00Z,0.79,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T08:00:00Z,3.03,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T08:00:00Z,1.41,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T08:45:00Z,18.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T09:00:00Z,1.84,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T09:00:00Z,0.72,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T09:00:00Z,3.01,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T09:00:00Z,1.94,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T09:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T10:00:00Z,1.49,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T10:00:00Z,0.81,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T10:00:00Z,2.86,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T10:00:00Z,1.22,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T10:45:00Z,13.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T11:00:00Z,1.61,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T11:00:00Z,1.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T11:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T11:00:00Z,1.36,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T11:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T12:00:00Z,1.58,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T12:00:00Z,1.14,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T12:00:00Z,2.83,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T12:00:00Z,1.33,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T12:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T13:00:00Z,1.55,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T13:00:00Z,1.09,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T13:00:00Z,2.85,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T13:00:00Z,1.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T13:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T14:00:00Z,1.6,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T14:00:00Z,0.99,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T14:00:00Z,2.77,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T14:00:00Z,1.11,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T14:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T15:00:00Z,1.48,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T15:00:00Z,0.88,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T15:00:00Z,2.61,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T15:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T15:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T16:00:00Z,1.68,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T16:00:00Z,0.92,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T16:00:00Z,2.67,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T16:00:00Z,1.13,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T16:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T17:00:00Z,1.79,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T17:00:00Z,0.89,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T17:00:00Z,2.78,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T17:00:00Z,1.16,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T17:45:00Z,14.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T18:00:00Z,1.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T18:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T18:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T18:00:00Z,1.1,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T18:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T19:00:00Z,1.85,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T19:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T19:00:00Z,2.85,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T19:00:00Z,1.01,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T19:45:00Z,19.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T20:00:00Z,1.82,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T20:00:00Z,1.44,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T20:00:00Z,2.81,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T20:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T20:45:00Z,19.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T21:00:00Z,1.82,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T21:00:00Z,1.49,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T21:00:00Z,2.87,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T21:00:00Z,1.21,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T21:45:00Z,16.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-20T22:00:00Z,1.7,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-20T22:00:00Z,1.39,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-20T22:00:00Z,2.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-20T22:00:00Z,1.2,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T22:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-20T23:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T00:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T01:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T02:45:00Z,23.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T03:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-21T04:00:00Z,1.78,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-21T04:00:00Z,1.16,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-21T04:00:00Z,2.66,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-21T04:00:00Z,1.44,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T04:45:00Z,20.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-21T05:00:00Z,1.56,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-21T05:00:00Z,1.12,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-21T05:00:00Z,2.71,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-21T05:00:00Z,1.6,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T05:45:00Z,19.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-21T06:00:00Z,1.73,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-21T06:00:00Z,1.04,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-21T06:00:00Z,2.6,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-21T06:00:00Z,1.26,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T06:45:00Z,21.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-21T07:00:00Z,1.75,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-21T07:00:00Z,0.85,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-21T07:00:00Z,2.58,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-21T07:00:00Z,1.32,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T07:45:00Z,27.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-21T08:00:00Z,1.69,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-21T08:00:00Z,0.89,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-21T08:00:00Z,2.56,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-21T08:00:00Z,1.18,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-21T08:45:00Z,18.0,1111122 
