owner,sensor,date,latitude,longitude,vertical_datum,wind_speed,wind_to_direction,wind_speed_of_gust,qcFlag 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T00:42:00Z,29.6817,-94.985,0,3,126,4.2,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T01:42:00Z,29.6817,-94.985,0,1.6,132,2.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T02:42:00Z,29.6817,-94.985,0,1.4,105,2.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T03:42:00Z,29.6817,-94.985,0,2.4,55,2.7,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T04:42:00Z,29.6817,-94.985,0,2.1,34,2.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T05:42:00Z,29.6817,-94.985,0,2.2,45,2.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T06:42:00Z,29.6817,-94.985,0,1.7,65,2,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T07:42:00Z,29.6817,-94.985,0,1.8,68,2.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T08:42:00Z,29.6817,-94.985,0,1.4,13,2.8,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T09:42:00Z,29.6817,-94.985,0,1,336,2.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T10:42:00Z,29.6817,-94.985,0,0.7,58,2.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T11:42:00Z,29.6817,-94.985,0,2.8,30,3.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T12:42:00Z,29.6817,-94.985,0,4.3,50,5.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T13:42:00Z,29.6817,-94.985,0,5.1,57,5.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T14:42:00Z,29.6817,-94.985,0,5.8,72,7.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T15:42:00Z,29.6817,-94.985,0,5.5,63,6.9,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T16:42:00Z,29.6817,-94.985,0,6.3,101,8.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T17:42:00Z,29.6817,-94.985,0,5.8,90,8.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T18:54:00Z,29.6817,-94.985,0,4.6,89,6.6,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T19:48:00Z,29.6817,-94.985,0,5.5,76,7.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T20:48:00Z,29.6817,-94.985,0,5.8,78,7.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T22:06:00Z,29.6817,-94.985,0,6.5,83,8.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-01T22:42:00Z,29.6817,-94.985,0,5.8,91,7.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T01:42:00Z,29.6817,-94.985,0,3.6,104,4.6,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T02:42:00Z,29.6817,-94.985,0,4.7,109,7,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T03:42:00Z,29.6817,-94.985,0,4,111,5.8,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T04:42:00Z,29.6817,-94.985,0,2.5,101,3.6,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T05:48:00Z,29.6817,-94.985,0,2.5,91,3.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T06:42:00Z,29.6817,-94.985,0,3.4,104,5.2,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T07:48:00Z,29.6817,-94.985,0,2.8,99,4.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T08:48:00Z,29.6817,-94.985,0,2.9,119,4.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T09:48:00Z,29.6817,-94.985,0,2.1,122,3.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T10:48:00Z,29.6817,-94.985,0,2.3,39,3.1,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T11:48:00Z,29.6817,-94.985,0,2,33,2.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T12:48:00Z,29.6817,-94.985,0,1.7,45,3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T13:42:00Z,29.6817,-94.985,0,1.9,88,2.6,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T15:48:00Z,29.6817,-94.985,0,4.5,102,5.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T16:48:00Z,29.6817,-94.985,0,4,97,5.6,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T17:42:00Z,29.6817,-94.985,0,2.4,28,4.8,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T18:42:00Z,29.6817,-94.985,0,3.2,29,4.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T19:42:00Z,29.6817,-94.985,0,6.3,53,7.4,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-02T20:42:00Z,29.6817,-94.985,0,6.5,70,7.9,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T00:00:00Z,29.6817,-94.985,0,3,64,3.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T01:18:00Z,29.6817,-94.985,0,3.1,46,3.9,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T03:24:00Z,29.6817,-94.985,0,3.9,59,4.8,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T05:42:00Z,29.6817,-94.985,0,3.2,28,4.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T07:42:00Z,29.6817,-94.985,0,2.6,29,4.3,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T09:54:00Z,29.6817,-94.985,0,2.6,28,4.2,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T11:00:00Z,29.6817,-94.985,0,2.5,25,3.5,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T11:48:00Z,29.6817,-94.985,0,2.2,29,2.9,'1111122
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-08-03T13:00:00Z,29.6817,-94.985,0,0.8,355,1.9,'1111122
