owner,sensor,date,latitude,longitude,air_temperature,qcFlag 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T00:42:00Z,29.6817,-94.9850,29.1,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T00:48:00Z,29.6817,-94.9850,28.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T00:54:00Z,29.6817,-94.9850,28.6,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T01:36:00Z,29.6817,-94.9850,29.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T01:42:00Z,29.6817,-94.9850,29.3,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T01:48:00Z,29.6817,-94.9850,29.1,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T01:54:00Z,29.6817,-94.9850,29.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T02:42:00Z,29.6817,-94.9850,27.5,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T02:48:00Z,29.6817,-94.9850,27.4,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T02:54:00Z,29.6817,-94.9850,27.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T03:36:00Z,29.6817,-94.9850,27.3,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T03:42:00Z,29.6817,-94.9850,27.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T03:48:00Z,29.6817,-94.9850,27.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T04:36:00Z,29.6817,-94.9850,26.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T04:42:00Z,29.6817,-94.9850,26.6,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T04:48:00Z,29.6817,-94.9850,26.4,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T04:54:00Z,29.6817,-94.9850,26.7,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T05:36:00Z,29.6817,-94.9850,26.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T05:42:00Z,29.6817,-94.9850,26.7,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T05:48:00Z,29.6817,-94.9850,26.7,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T06:36:00Z,29.6817,-94.9850,25.7,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T06:42:00Z,29.6817,-94.9850,25.4,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T06:48:00Z,29.6817,-94.9850,25.2,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T06:54:00Z,29.6817,-94.9850,25.5,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T07:36:00Z,29.6817,-94.9850,25.0,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T07:42:00Z,29.6817,-94.9850,24.9,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T07:48:00Z,29.6817,-94.9850,24.9,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T07:54:00Z,29.6817,-94.9850,25.0,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T08:36:00Z,29.6817,-94.9850,25.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T08:42:00Z,29.6817,-94.9850,25.6,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T08:48:00Z,29.6817,-94.9850,25.3,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T08:54:00Z,29.6817,-94.9850,24.9,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T09:42:00Z,29.6817,-94.9850,24.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T09:48:00Z,29.6817,-94.9850,24.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T09:54:00Z,29.6817,-94.9850,24.9,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T10:42:00Z,29.6817,-94.9850,23.7,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T10:48:00Z,29.6817,-94.9850,23.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T10:54:00Z,29.6817,-94.9850,23.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T11:42:00Z,29.6817,-94.9850,25.0,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T11:48:00Z,29.6817,-94.9850,24.8,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T11:54:00Z,29.6817,-94.9850,24.4,1111122 
NOS,ioos:station:NOAA.NOS.CO-OPS:8770613:1,2017-09-01T12:42:00Z,29.6817,-94.9850,24.6,1111122 
