network,platform,latitude,longitude,date,air_pressure(mBar),qcFlag 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T00:00:00Z,1015.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T00:00:00Z,1015.9,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T00:00:00Z,1014.1,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T00:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:00:00Z,1014.22,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:00:00Z,1014.83,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:00:00Z,1017.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T00:00:00Z,1014.27,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T00:00:00Z,1012.5,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T00:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:09:00Z,1017.47,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:09:00Z,1021.09,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:30:00Z,1014.36,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:30:00Z,1014.91,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:30:00Z,1017.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T00:30:00Z,1014.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:39:00Z,1017.6,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:39:00Z,1021.15,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T01:00:00Z,1015.9,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T01:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T01:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T01:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:00:00Z,1014.35,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:00:00Z,1014.99,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:00:00Z,1017.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T01:00:00Z,1014.4,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T01:00:00Z,1012.6,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T01:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T01:00:00Z,1013.8,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:09:00Z,1017.6,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:09:00Z,1021.34,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:30:00Z,1014.58,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:30:00Z,1015.26,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:30:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T01:30:00Z,1014.77,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:39:00Z,1017.85,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:39:00Z,1021.6,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T02:00:00Z,1016.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T02:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T02:00:00Z,1015.0,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T02:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:00:00Z,1014.77,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:00:00Z,1015.4,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:00:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T02:00:00Z,1014.91,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T02:00:00Z,1012.9,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T02:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T02:00:00Z,1014.1,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:09:00Z,1017.85,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:09:00Z,1021.85,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:30:00Z,1015.27,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:30:00Z,1015.52,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:30:00Z,1018.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T02:30:00Z,1015.19,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:39:00Z,1017.98,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:39:00Z,1022.04,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T03:00:00Z,1017.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T03:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T03:00:00Z,1015.2,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:00:00Z,1015.53,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:00:00Z,1015.74,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:00:00Z,1018.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T03:00:00Z,1015.44,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T03:00:00Z,1013.2,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:09:00Z,1017.98,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:09:00Z,1022.29,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:30:00Z,1015.66,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:30:00Z,1015.93,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:30:00Z,1018.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T03:30:00Z,1015.51,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:39:00Z,1018.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:39:00Z,1022.36,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T04:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T04:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T04:00:00Z,1015.3,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T04:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:00:00Z,1015.37,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:00:00Z,1015.99,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:00:00Z,1018.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T04:00:00Z,1015.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T04:00:00Z,1013.4,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T04:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T04:00:00Z,1014.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:09:00Z,1018.49,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:09:00Z,1022.23,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:30:00Z,1015.25,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:30:00Z,1015.93,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:30:00Z,1018.4,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T04:30:00Z,1015.35,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:39:00Z,1018.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:39:00Z,1022.29,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T05:00:00Z,1017.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T05:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T05:00:00Z,1015.0,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T05:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:00:00Z,1015.36,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:00:00Z,1015.85,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:00:00Z,1018.4,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T05:00:00Z,1015.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T05:00:00Z,1013.3,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T05:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T05:00:00Z,1014.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:09:00Z,1018.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:09:00Z,1022.23,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:30:00Z,1015.1,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:30:00Z,1015.73,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:30:00Z,1018.4,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T05:30:00Z,1015.13,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:39:00Z,1018.36,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:39:00Z,1022.1,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T06:00:00Z,1016.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T06:00:00Z,1016.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T06:00:00Z,1014.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:00:00Z,1015.17,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:00:00Z,1015.55,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:00:00Z,1018.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T06:00:00Z,1015.02,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T06:00:00Z,1013.2,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:09:00Z,1018.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:09:00Z,1022.04,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:30:00Z,1015.03,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:30:00Z,1015.56,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:30:00Z,1018.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T06:30:00Z,1014.96,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:39:00Z,1018.04,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:39:00Z,1021.85,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T07:00:00Z,1016.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T07:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T07:00:00Z,1014.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T07:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:00:00Z,1014.8,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:00:00Z,1015.33,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:00:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T07:00:00Z,1014.79,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T07:00:00Z,1012.9,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T07:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T07:00:00Z,1014.3,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:09:00Z,1017.85,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:09:00Z,1021.66,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:30:00Z,1014.67,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:30:00Z,1015.14,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:30:00Z,1017.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T07:30:00Z,1014.76,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:39:00Z,1017.79,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:39:00Z,1021.66,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T08:00:00Z,1016.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T08:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T08:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T08:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:00:00Z,1014.71,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:00:00Z,1015.09,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:00:00Z,1017.7,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T08:00:00Z,1014.45,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T08:00:00Z,1012.9,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T08:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T08:00:00Z,1014.1,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:09:00Z,1017.66,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:09:00Z,1021.41,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:30:00Z,1014.79,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:30:00Z,1014.94,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:30:00Z,1017.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T08:30:00Z,1014.55,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:39:00Z,1017.47,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:39:00Z,1021.47,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T09:00:00Z,1016.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T09:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T09:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:00:00Z,1014.74,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:00:00Z,1014.81,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:00:00Z,1017.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T09:00:00Z,1014.66,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T09:00:00Z,1012.4,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:09:00Z,1017.47,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:09:00Z,1021.53,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:30:00Z,1014.95,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:30:00Z,1014.82,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:30:00Z,1017.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T09:30:00Z,1014.59,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:39:00Z,1017.47,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:39:00Z,1021.53,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T10:00:00Z,1016.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T10:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T10:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T10:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:00:00Z,1014.89,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:00:00Z,1014.89,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:00:00Z,1017.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T10:00:00Z,1014.79,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T10:00:00Z,1012.5,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T10:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T10:00:00Z,1013.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:09:00Z,1017.53,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:09:00Z,1021.66,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:30:00Z,1015.15,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:30:00Z,1015.05,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:30:00Z,1017.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T10:30:00Z,1014.92,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:39:00Z,1017.79,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:39:00Z,1021.98,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T11:00:00Z,1016.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T11:00:00Z,1016.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T11:00:00Z,1014.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T11:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:00:00Z,1015.35,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:00:00Z,1015.22,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:00:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T11:00:00Z,1015.21,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T11:00:00Z,1012.8,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T11:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-01T11:00:00Z,1014.3,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:09:00Z,1017.92,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:09:00Z,1022.17,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:30:00Z,1015.61,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:30:00Z,1015.53,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:30:00Z,1018.1,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T11:30:00Z,1015.68,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:39:00Z,1018.11,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:39:00Z,1022.49,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-01T12:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-01T12:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-01T12:00:00Z,1015.4,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-01T12:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T12:00:00Z,1015.78,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T12:00:00Z,1015.79,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:00:00Z,1018.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T12:00:00Z,1015.77,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T12:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-01T12:00:00Z,1013.4,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-01T12:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:09:00Z,1018.49,11111222 
