network,platform,latitude,longitude,date,air_pressure(mBar),qcFlag 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-05T22:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-05T22:00:00Z,1015.3,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-05T22:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-05T22:00:00Z,1016.4,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-05T22:00:00Z,1015.46,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T22:00:00Z,1018.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-05T22:00:00Z,1016.5,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T22:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-05T22:00:00Z,1013.1,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-05T22:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-05T22:00:00Z,1014.3,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T22:09:00Z,1018.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T22:10:00Z,1023.37,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-05T22:30:00Z,1016.11,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-05T22:30:00Z,1015.42,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T22:30:00Z,1018.1,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-05T22:30:00Z,1016.49,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T22:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T22:39:00Z,1018.11,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T22:39:00Z,1023.44,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-05T23:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-05T23:00:00Z,1016.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-05T23:00:00Z,1014.8,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-05T23:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-05T23:00:00Z,1015.92,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-05T23:00:00Z,1015.11,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T23:00:00Z,1018.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-05T23:00:00Z,1016.38,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T23:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-05T23:00:00Z,1013.0,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-05T23:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-05T23:00:00Z,1014.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T23:09:00Z,1017.98,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T23:09:00Z,1023.25,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-05T23:30:00Z,1015.88,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-05T23:30:00Z,1015.03,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T23:30:00Z,1017.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-05T23:30:00Z,1016.01,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T23:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-05T23:39:00Z,1017.79,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-05T23:39:00Z,1022.74,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T00:00:00Z,1016.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T00:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T00:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T00:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T00:00:00Z,1015.99,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T00:00:00Z,1015.2,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T00:00:00Z,1017.7,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T00:00:00Z,1015.87,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T00:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T00:00:00Z,1012.7,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T00:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T00:09:00Z,1017.66,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T00:09:00Z,1022.74,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T00:30:00Z,1015.94,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T00:30:00Z,1015.44,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T00:30:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T00:30:00Z,1015.72,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T00:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T00:39:00Z,1017.92,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T00:39:00Z,1022.74,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T01:00:00Z,1016.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T01:00:00Z,1016.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T01:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T01:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T01:00:00Z,1016.28,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T01:00:00Z,1015.56,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T01:00:00Z,1018.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T01:00:00Z,1015.78,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T01:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T01:00:00Z,1013.1,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T01:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T01:00:00Z,1014.1,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T01:09:00Z,1018.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T01:09:00Z,1022.68,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T01:30:00Z,1016.3,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T01:30:00Z,1015.66,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T01:30:00Z,1018.4,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T01:30:00Z,1015.96,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T01:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T01:39:00Z,1018.36,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T01:40:00Z,1022.87,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T02:00:00Z,1017.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T02:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T02:00:00Z,1014.6,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T02:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T02:00:00Z,1016.1,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T02:00:00Z,1015.96,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T02:00:00Z,1018.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T02:00:00Z,1015.9,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T02:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T02:00:00Z,1013.3,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T02:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T02:00:00Z,1014.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T02:09:00Z,1018.61,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T02:09:00Z,1022.93,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T02:30:00Z,1016.26,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T02:30:00Z,1015.98,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T02:30:00Z,1018.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T02:30:00Z,1016.2,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T02:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T02:39:00Z,1018.8,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T02:39:00Z,1023.12,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T03:00:00Z,1017.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T03:00:00Z,1017.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T03:00:00Z,1015.2,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T03:00:00Z,1016.77,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T03:00:00Z,1016.39,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T03:00:00Z,1019.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T03:00:00Z,1016.58,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T03:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T03:00:00Z,1013.8,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T03:09:00Z,1018.99,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T03:09:00Z,1023.56,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T03:30:00Z,1017.12,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T03:30:00Z,1016.92,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T03:30:00Z,1019.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T03:30:00Z,1017.14,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T03:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T03:39:00Z,1019.5,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T03:39:00Z,1024.01,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T04:00:00Z,1018.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T04:00:00Z,1018.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T04:00:00Z,1015.7,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T04:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T04:00:00Z,1017.19,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T04:00:00Z,1017.11,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T04:00:00Z,1019.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T04:00:00Z,1017.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T04:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T04:00:00Z,1014.4,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T04:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T04:00:00Z,1015.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T04:09:00Z,1019.88,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T04:09:00Z,1024.33,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T04:30:00Z,1017.26,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T04:30:00Z,1017.22,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T04:30:00Z,1020.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T04:30:00Z,1017.58,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T04:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T04:39:00Z,1020.01,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T04:39:00Z,1024.52,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T05:00:00Z,1018.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T05:00:00Z,1018.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T05:00:00Z,1015.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T05:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T05:00:00Z,1017.24,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T05:00:00Z,1017.46,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T05:00:00Z,1020.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T05:00:00Z,1017.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T05:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T05:00:00Z,1014.9,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T05:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T05:00:00Z,1016.2,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T05:09:00Z,1020.01,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T05:09:00Z,1024.33,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T05:30:00Z,1017.08,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T05:30:00Z,1017.29,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T05:30:00Z,1019.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T05:30:00Z,1017.3,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T05:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T05:39:00Z,1019.82,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T05:39:00Z,1024.33,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T06:00:00Z,1018.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T06:00:00Z,1018.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T06:00:00Z,1015.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T06:00:00Z,1017.03,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T06:00:00Z,1017.42,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T06:00:00Z,1020.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T06:00:00Z,1017.21,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T06:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T06:00:00Z,1014.8,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T06:09:00Z,1020.01,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T06:09:00Z,1024.14,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T06:30:00Z,1016.85,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T06:30:00Z,1017.06,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T06:30:00Z,1019.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T06:30:00Z,1016.93,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T06:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T06:39:00Z,1019.76,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T06:39:00Z,1023.69,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T07:00:00Z,1017.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T07:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T07:00:00Z,1014.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T07:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T07:00:00Z,1016.83,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T07:00:00Z,1016.83,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T07:00:00Z,1019.3,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T07:00:00Z,1016.67,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T07:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T07:00:00Z,1014.6,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T07:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T07:00:00Z,1016.1,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T07:09:00Z,1019.31,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T07:09:00Z,1023.44,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T07:30:00Z,1016.67,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T07:30:00Z,1016.65,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T07:30:00Z,1019.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T07:30:00Z,1016.53,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T07:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T07:39:00Z,1019.18,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T07:39:00Z,1023.18,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T08:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T08:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T08:00:00Z,1014.6,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T08:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T08:00:00Z,1016.47,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T08:00:00Z,1016.62,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T08:00:00Z,1019.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T08:00:00Z,1016.22,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T08:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T08:00:00Z,1014.5,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T08:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T08:00:00Z,1015.8,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T08:09:00Z,1019.25,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T08:09:00Z,1022.99,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T08:30:00Z,1016.39,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T08:30:00Z,1016.31,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T08:30:00Z,1018.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T08:30:00Z,1016.15,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T08:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T08:39:00Z,1018.93,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T08:39:00Z,1023.12,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T09:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T09:00:00Z,1016.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T09:00:00Z,1014.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T09:00:00Z,1016.39,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T09:00:00Z,1016.13,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T09:00:00Z,1018.7,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T09:00:00Z,1016.12,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T09:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T09:00:00Z,1014.0,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T09:09:00Z,1018.68,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T09:09:00Z,1023.18,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T09:30:00Z,1016.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T09:30:00Z,1016.05,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T09:30:00Z,1018.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T09:30:00Z,1016.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T09:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T09:39:00Z,1018.55,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T09:39:00Z,1023.18,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-06T10:00:00Z,1017.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-06T10:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-06T10:00:00Z,1014.6,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-06T10:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-06T10:00:00Z,1016.52,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-06T10:00:00Z,1015.83,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T10:00:00Z,1018.4,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-06T10:00:00Z,1016.14,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-06T10:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:003,26.8015,-97.4706,2005-08-06T10:00:00Z,1013.7,11111222 
TCOON,ioos:station:TCOON:057,28.4460,-96.3961,2005-08-06T10:00:00Z,9999.0,11144222 
TCOON,ioos:station:TCOON:068,27.2970,-97.4049,2005-08-06T10:00:00Z,1015.3,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-06T10:09:00Z,1018.42,11111222 
