network,platform,latitude,longitude,date,relative_humidity,qcFlag 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:00:00Z,64.2,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:00:00Z,64.2,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:00:00Z,72.0,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:00:00Z,72.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T00:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:30:00Z,67.3,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T00:30:00Z,67.3,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:30:00Z,70.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T00:30:00Z,70.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T00:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T00:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T00:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:00:00Z,67.2,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:00:00Z,67.2,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:00:00Z,67.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:00:00Z,67.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T01:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:30:00Z,67.2,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T01:30:00Z,67.2,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:30:00Z,69.3,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T01:30:00Z,69.3,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T01:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T01:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T01:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:00:00Z,68.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:00:00Z,68.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:00:00Z,68.3,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:00:00Z,68.3,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T02:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:30:00Z,68.4,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T02:30:00Z,68.4,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:30:00Z,69.7,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T02:30:00Z,69.7,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T02:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T02:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T02:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:00:00Z,69.5,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:00:00Z,69.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:00:00Z,67.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:00:00Z,67.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T03:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:30:00Z,69.6,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T03:30:00Z,69.6,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:30:00Z,68.5,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T03:30:00Z,68.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T03:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T03:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T03:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:00:00Z,69.7,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:00:00Z,69.7,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:00:00Z,67.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:00:00Z,67.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T04:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:30:00Z,71.1,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T04:30:00Z,71.1,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:30:00Z,69.5,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T04:30:00Z,69.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T04:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T04:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T04:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:00:00Z,69.2,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:00:00Z,69.2,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:00:00Z,70.3,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:00:00Z,70.3,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T05:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:30:00Z,69.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T05:30:00Z,69.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:30:00Z,68.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T05:30:00Z,68.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T05:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T05:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T05:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:00:00Z,68.4,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:00:00Z,68.4,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:00:00Z,72.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:00:00Z,72.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T06:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:30:00Z,70.5,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T06:30:00Z,70.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:30:00Z,73.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T06:30:00Z,73.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T06:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T06:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T06:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:00:00Z,68.7,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:00:00Z,68.7,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:00:00Z,72.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:00:00Z,72.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T07:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:30:00Z,69.5,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T07:30:00Z,69.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:30:00Z,75.0,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T07:30:00Z,75.0,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T07:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T07:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T07:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:00:00Z,77.3,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:00:00Z,77.3,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:00:00Z,74.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:00:00Z,74.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T08:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:30:00Z,75.5,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T08:30:00Z,75.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:30:00Z,72.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T08:30:00Z,72.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T08:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T08:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T08:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:00:00Z,74.6,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:00:00Z,74.6,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:00:00Z,75.3,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:00:00Z,75.3,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T09:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:30:00Z,73.3,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T09:30:00Z,73.3,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:30:00Z,72.5,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T09:30:00Z,72.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T09:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T09:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T09:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:00:00Z,71.3,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:00:00Z,71.3,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:00:00Z,71.7,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:00:00Z,71.7,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T10:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:30:00Z,68.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T10:30:00Z,68.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:30:00Z,74.9,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T10:30:00Z,74.9,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T10:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T10:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T10:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:00:00Z,68.6,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:00:00Z,68.6,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:00:00Z,75.1,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:00:00Z,75.1,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T11:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:30:00Z,69.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T11:30:00Z,69.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:30:00Z,75.6,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T11:30:00Z,75.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T11:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T11:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T11:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T12:00:00Z,70.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T12:00:00Z,70.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T12:00:00Z,77.6,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T12:00:00Z,77.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T12:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T12:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T12:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T12:30:00Z,71.0,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T12:30:00Z,71.0,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T12:30:00Z,76.5,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T12:30:00Z,76.5,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T12:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T12:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T12:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T12:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T13:00:00Z,68.5,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T13:00:00Z,68.5,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T13:00:00Z,74.6,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T13:00:00Z,74.6,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T13:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T13:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T13:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T13:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T13:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T13:30:00Z,72.8,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T13:30:00Z,72.8,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T13:30:00Z,72.1,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T13:30:00Z,72.1,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T13:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T13:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T13:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T13:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T13:39:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T14:00:00Z,72.6,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T14:00:00Z,72.6,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T14:00:00Z,72.2,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T14:00:00Z,72.2,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T14:00:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T14:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T14:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T14:09:00Z,100.0,22222222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-01T14:09:00Z,100.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T14:30:00Z,71.1,22222222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-01T14:30:00Z,71.1,11111222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T14:30:00Z,72.8,22222222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-01T14:30:00Z,72.8,11111222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-01T14:30:00Z,-999.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T14:39:00Z,100.0,22222222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-01T14:39:00Z,100.0,11111222 
